Date,Demographic.Level,0,1,2,3,4,5,6,7,8,9,10
13.5.24,White Conservatives,39,16,12,7,7,5,6,5,3,1,1
13.5.24,White Greens,24,13,12,9,9,7,9,8,5,2,2
13.5.24,White Labour,25,14,12,9,9,7,9,8,5,2,2
13.5.24,White Liberal Democrats,28,14,12,8,8,7,8,7,4,2,2
13.5.24,White Other,32,15,12,8,8,6,7,6,4,1,1
13.5.24,White SNP,28,14,12,8,8,7,8,7,4,2,2
15.4.24,National,31,13,13,9,6,6,7,5,5,2,1
15.4.24,Female,28,13,13,10,6,7,7,6,6,2,1
15.4.24,Male,33,14,13,9,6,6,7,5,5,2,1
15.4.24,18-24,15,9,12,10,7,9,11,10,10,4,3
15.4.24,25-49,23,12,14,10,7,8,8,7,7,3,2
15.4.24,50-64,34,15,14,9,6,6,6,4,4,1,1
15.4.24,65+,44,15,13,8,4,4,4,3,3,1,1
15.4.24,Asian,26,13,13,10,6,7,8,6,6,2,1
15.4.24,Black,43,14,12,8,5,5,5,4,3,1,1
15.4.24,Mixed,21,11,13,10,7,8,9,8,8,3,2
15.4.24,Other,30,13,13,9,6,7,7,6,6,2,1
15.4.24,White,31,13,13,9,6,6,7,5,5,2,1
15.4.24,Brexit Party,40,15,13,8,5,5,5,4,3,1,1
15.4.24,Conservatives,38,15,13,9,5,5,5,4,4,1,1
15.4.24,Greens,27,13,14,10,6,7,8,6,6,2,1
15.4.24,Labour,21,12,13,10,7,8,9,7,7,3,2
15.4.24,Liberal Democrats,29,13,14,10,6,7,7,6,5,2,1
15.4.24,Other,25,13,13,10,7,7,8,7,6,3,2
15.4.24,SNP,28,13,14,10,6,7,7,6,5,2,1
15.4.24,Female 18-24,15,9,12,10,7,9,11,10,10,4,3
15.4.24,Female 25-49,21,12,14,11,7,8,9,7,7,3,2
15.4.24,Female 50-64,30,14,14,10,6,6,7,5,5,2,1
15.4.24,Female 65+,42,15,13,8,5,5,5,3,3,1,1
15.4.24,Male 18-24,14,9,12,10,7,9,11,10,10,4,3
15.4.24,Male 25-49,25,13,14,10,7,7,8,6,6,2,1
15.4.24,Male 50-64,38,15,14,9,5,5,5,4,3,1,1
15.4.24,Male 65+,46,15,12,7,4,4,4,3,3,1,1
15.4.24,Female Asian,25,12,13,10,7,7,8,7,6,3,2
15.4.24,Female Black,38,14,13,9,5,5,6,4,4,1,1
15.4.24,Female Mixed,20,11,12,10,7,8,9,8,9,4,2
15.4.24,Female Other,25,12,13,10,7,7,8,7,7,3,2
15.4.24,Female White,29,13,13,10,6,7,7,6,6,2,1
15.4.24,Male Asian,28,13,13,10,6,7,7,6,6,2,1
15.4.24,Male Black,47,14,12,7,4,4,4,3,3,1,1
15.4.24,Male Mixed,22,12,13,10,7,8,9,8,8,3,2
15.4.24,Male Other,33,14,13,9,6,6,6,5,5,2,1
15.4.24,Male White,33,14,13,9,6,6,6,5,5,2,1
15.4.24,Female Brexit Party,38,15,13,9,5,5,5,4,3,1,1
15.4.24,Female Conservatives,36,15,14,9,5,6,6,4,4,1,1
15.4.24,Female Greens,26,13,14,10,7,7,8,6,6,2,1
15.4.24,Female Labour,20,11,13,10,7,8,9,8,8,3,2
15.4.24,Female Liberal Democrats,27,13,14,10,6,7,8,6,6,2,1
15.4.24,Female Other,24,12,13,10,7,8,8,7,7,3,2
15.4.24,Female SNP,27,13,14,10,6,7,8,6,6,2,1
15.4.24,Male Brexit Party,41,15,13,8,5,5,5,4,3,1,1
15.4.24,Male Conservatives,40,15,13,8,5,5,5,4,3,1,1
15.4.24,Male Greens,28,13,14,10,6,7,7,6,6,2,1
15.4.24,Male Labour,23,12,13,10,7,8,9,7,7,3,2
15.4.24,Male Liberal Democrats,30,14,14,10,6,6,7,5,5,2,1
15.4.24,Male Other,25,13,14,10,7,7,8,6,6,2,2
15.4.24,Male SNP,30,14,14,10,6,7,7,5,5,2,1
15.4.24,18-24 Asian,15,9,12,10,7,9,11,9,10,4,3
15.4.24,18-24 Black,22,12,14,11,7,8,9,7,7,3,2
15.4.24,18-24 Mixed,8,6,8,8,7,9,13,13,16,7,5
15.4.24,18-24 Other,12,8,11,10,7,9,12,11,12,5,3
15.4.24,18-24 White,14,9,12,10,7,9,11,10,10,4,3
15.4.24,25-49 Asian,23,13,14,11,7,8,8,7,6,3,2
15.4.24,25-49 Black,33,15,14,10,6,6,6,5,4,2,1
15.4.24,25-49 Mixed,13,9,11,10,7,9,11,10,11,5,3
15.4.24,25-49 Other,19,11,13,11,7,8,9,8,8,3,2
15.4.24,25-49 White,23,12,14,11,7,8,8,7,7,3,2
15.4.24,50-64 Asian,35,15,14,9,6,6,6,4,4,1,1
15.4.24,50-64 Black,46,15,12,7,4,4,4,3,2,1,1
15.4.24,50-64 Mixed,21,12,14,11,7,8,9,7,7,3,2
15.4.24,50-64 Other,30,14,14,10,6,7,7,5,5,2,1
15.4.24,50-64 White,34,15,14,9,6,6,6,4,4,1,1
15.4.24,65+ Asian,45,15,13,8,4,4,4,3,3,1,1
15.4.24,65+ Black,58,14,10,6,3,3,3,2,2,1,0
15.4.24,65+ Mixed,29,14,14,10,6,7,7,5,5,2,1
15.4.24,65+ Other,40,15,13,8,5,5,5,3,3,1,1
15.4.24,65+ White,44,15,13,8,4,4,4,3,3,1,1
15.4.24,18-24 Brexit Party,20,12,13,11,7,8,9,8,8,3,2
15.4.24,18-24 Conservatives,19,11,13,11,7,8,9,8,8,3,2
15.4.24,18-24 Greens,15,10,12,10,7,9,11,9,10,4,2
15.4.24,18-24 Labour,12,8,11,10,7,9,12,10,11,5,3
15.4.24,18-24 Liberal Democrats,15,10,12,10,7,9,11,9,10,4,2
15.4.24,18-24 Other,11,8,11,10,7,9,12,11,12,5,3
15.4.24,18-24 SNP,17,10,13,11,7,9,10,9,9,4,2
15.4.24,25-49 Brexit Party,30,14,14,10,6,6,7,5,5,2,1
15.4.24,25-49 Conservatives,28,14,14,10,6,7,7,5,5,2,1
15.4.24,25-49 Greens,23,13,14,11,7,8,8,7,6,2,2
15.4.24,25-49 Labour,19,11,13,11,7,9,10,8,8,3,2
15.4.24,25-49 Liberal Democrats,23,13,14,11,7,8,8,7,6,2,2
15.4.24,25-49 Other,18,11,13,11,7,9,10,8,8,3,2
15.4.24,25-49 SNP,24,13,14,10,7,7,8,6,6,2,1
15.4.24,50-64 Brexit Party,42,15,13,8,5,5,4,3,3,1,1
15.4.24,50-64 Conservatives,39,15,14,9,5,5,5,4,3,1,1
15.4.24,50-64 Greens,32,15,14,10,6,6,6,5,4,2,1
15.4.24,50-64 Labour,27,14,14,10,6,7,7,6,5,2,1
15.4.24,50-64 Liberal Democrats,32,15,14,10,6,6,6,5,4,2,1
15.4.24,50-64 Other,28,14,14,10,6,7,7,5,5,2,1
15.4.24,50-64 SNP,34,15,14,9,6,6,6,4,4,1,1
15.4.24,65+ Brexit Party,50,15,12,7,4,4,4,2,2,1,0
15.4.24,65+ Conservatives,47,15,12,7,4,4,4,3,2,1,1
15.4.24,65+ Greens,40,15,13,8,5,5,5,3,3,1,1
15.4.24,65+ Labour,34,15,14,9,6,6,6,4,4,1,1
15.4.24,65+ Liberal Democrats,40,15,13,8,5,5,5,3,3,1,1
15.4.24,65+ Other,33,15,14,9,6,6,6,4,4,2,1
15.4.24,65+ SNP,43,15,13,8,4,4,4,3,3,1,1
15.4.24,Asian Brexit Party,36,15,14,9,5,6,6,4,4,1,1
15.4.24,Asian Conservatives,34,14,14,9,6,6,6,5,4,2,1
15.4.24,Asian Greens,24,13,14,10,7,8,8,7,6,2,2
15.4.24,Asian Labour,19,11,13,10,7,8,10,8,8,3,2
15.4.24,Asian Liberal Democrats,25,13,14,10,7,7,8,6,6,2,1
15.4.24,Asian Other,21,12,13,10,7,8,9,7,7,3,2
15.4.24,Asian SNP,25,13,14,10,7,7,8,6,6,2,1
15.4.24,Black Brexit Party,54,14,11,6,3,3,3,2,2,1,0
15.4.24,Black Conservatives,52,14,11,6,4,4,3,2,2,1,0
15.4.24,Black Greens,37,14,13,9,5,5,5,4,4,1,1
15.4.24,Black Labour,31,14,14,10,6,6,7,5,5,2,1
15.4.24,Black Liberal Democrats,41,15,13,8,5,5,5,4,3,1,1
15.4.24,Black Other,37,14,13,9,5,6,6,4,4,1,1
15.4.24,Black SNP,40,14,13,8,5,5,5,4,3,1,1
15.4.24,Mixed Brexit Party,28,13,14,10,6,7,7,6,5,2,1
15.4.24,Mixed Conservatives,27,13,14,10,6,7,7,6,6,2,1
15.4.24,Mixed Greens,17,10,12,10,7,9,10,9,10,4,3
15.4.24,Mixed Labour,13,8,11,9,7,9,11,11,12,5,4
15.4.24,Mixed Liberal Democrats,19,11,13,10,7,8,10,8,9,4,2
15.4.24,Mixed Other,16,10,12,10,7,9,10,9,10,4,3
15.4.24,Mixed SNP,18,10,12,10,7,8,10,9,9,4,2
15.4.24,Other Brexit Party,39,15,13,8,5,5,5,4,3,1,1
15.4.24,Other Conservatives,37,15,13,9,5,5,5,4,4,1,1
15.4.24,Other Greens,24,12,13,10,7,8,8,7,7,3,2
15.4.24,Other Labour,19,11,13,10,7,8,10,8,8,3,2
15.4.24,Other Liberal Democrats,27,13,14,10,6,7,7,6,6,2,1
15.4.24,Other Other,24,12,13,10,7,8,8,7,7,3,2
15.4.24,Other SNP,27,13,13,10,6,7,8,6,6,2,1
15.4.24,White Brexit Party,40,15,13,8,5,5,5,4,3,1,1
15.4.24,White Conservatives,38,15,13,9,5,5,5,4,4,1,1
15.4.24,White Greens,27,13,14,10,6,7,8,6,6,2,1
15.4.24,White Labour,21,12,13,10,7,8,9,7,7,3,2
15.4.24,White Liberal Democrats,29,14,14,10,6,7,7,6,5,2,1
15.4.24,White Other,25,13,14,10,7,7,8,6,6,2,2
15.4.24,White SNP,29,13,14,10,6,7,7,6,5,2,1
24.6.24,National,33,14,12,8,6,6,6,6,5,2,2
24.6.24,Female,31,13,12,8,7,7,7,7,5,2,2
24.6.24,Male,34,15,12,8,6,6,6,6,4,1,1
24.6.24,18-24,16,11,11,9,8,9,10,11,8,3,3
24.6.24,25-49,23,13,12,9,8,8,8,9,6,2,2
24.6.24,50-64,38,16,12,8,6,6,5,5,3,1,1
24.6.24,65+,48,16,11,6,5,4,4,3,2,1,1
24.6.24,Asian,24,13,12,9,7,8,8,9,6,2,2
24.6.24,Black,41,14,11,7,5,5,5,5,3,1,1
24.6.24,Mixed,27,13,12,8,7,7,8,8,6,2,2
24.6.24,Other,26,13,12,8,7,7,8,8,6,2,2
24.6.24,White,33,14,12,8,6,6,6,6,4,1,2
24.6.24,Brexit Party,35,15,12,8,6,6,6,5,4,1,1
24.6.24,Conservatives,40,15,12,7,6,5,5,5,3,1,1
24.6.24,Greens,26,13,12,9,7,8,8,8,6,2,2
24.6.24,Labour,24,13,12,9,7,8,8,9,6,2,2
24.6.24,Liberal Democrats,29,14,12,9,7,7,7,7,5,2,2
24.6.24,Other,38,15,12,8,6,6,5,5,3,1,1
24.6.24,SNP,26,13,12,9,7,8,8,8,6,2,2
24.6.24,Female 18-24,13,9,10,9,8,9,11,13,10,4,4
24.6.24,Female 25-49,19,12,12,9,8,9,9,10,7,3,3
24.6.24,Female 50-64,39,16,12,8,6,5,5,5,3,1,1
24.6.24,Female 65+,47,16,11,7,5,4,4,3,2,1,1
24.6.24,Male 18-24,20,12,12,9,8,9,9,9,7,2,3
24.6.24,Male 25-49,26,14,13,9,7,7,7,7,5,2,2
24.6.24,Male 50-64,37,16,12,8,6,6,5,5,3,1,1
24.6.24,Male 65+,49,15,11,6,5,4,4,3,2,1,1
24.6.24,Female Asian,22,12,11,9,8,8,9,10,7,3,3
24.6.24,Female Black,35,14,11,8,6,6,6,6,4,1,1
24.6.24,Female Mixed,25,13,11,8,7,7,8,9,7,2,3
24.6.24,Female Other,21,11,11,8,7,8,9,10,8,3,3
24.6.24,Female White,32,14,12,8,7,7,7,7,5,2,2
24.6.24,Male Asian,26,13,12,9,7,8,8,8,5,2,2
24.6.24,Male Black,46,15,11,7,5,5,4,4,3,1,1
24.6.24,Male Mixed,28,14,12,9,7,7,7,7,5,2,2
24.6.24,Male Other,29,14,12,8,7,7,7,7,5,2,2
24.6.24,Male White,35,15,12,8,6,6,6,6,4,1,1
24.6.24,Female Brexit Party,35,15,12,8,6,6,6,6,4,1,1
24.6.24,Female Conservatives,39,15,12,7,6,5,5,5,3,1,1
24.6.24,Female Greens,25,13,12,9,7,8,8,8,6,2,2
24.6.24,Female Labour,22,12,11,9,8,8,9,9,7,3,3
24.6.24,Female Liberal Democrats,27,13,12,9,7,7,7,8,6,2,2
24.6.24,Female Other,38,15,12,8,6,6,5,5,4,1,1
24.6.24,Female SNP,24,12,12,9,7,8,8,9,6,2,2
24.6.24,Male Brexit Party,35,15,12,8,6,6,6,5,4,1,1
24.6.24,Male Conservatives,42,15,12,7,5,5,5,4,3,1,1
24.6.24,Male Greens,27,14,12,9,7,7,7,7,5,2,2
24.6.24,Male Labour,26,14,12,9,7,7,7,7,5,2,2
24.6.24,Male Liberal Democrats,30,14,12,9,7,7,7,6,4,2,2
24.6.24,Male Other,39,15,12,8,6,6,5,5,3,1,1
24.6.24,Male SNP,28,14,12,9,7,7,7,7,5,2,2
24.6.24,18-24 Asian,14,10,11,9,8,9,10,12,9,4,4
24.6.24,18-24 Black,21,12,12,9,8,8,9,9,6,2,2
24.6.24,18-24 Mixed,11,8,9,8,8,9,11,14,12,5,5
24.6.24,18-24 Other,11,8,9,8,8,9,11,14,12,5,5
24.6.24,18-24 White,17,11,11,9,8,9,10,11,8,3,3
24.6.24,25-49 Asian,19,12,12,9,8,9,9,10,7,3,3
24.6.24,25-49 Black,28,14,13,9,7,7,7,7,5,2,2
24.6.24,25-49 Mixed,15,10,11,9,8,9,10,12,9,3,4
24.6.24,25-49 Other,15,10,11,9,8,9,10,12,9,3,4
24.6.24,25-49 White,23,13,12,9,8,8,8,8,6,2,2
24.6.24,50-64 Asian,33,15,13,8,7,6,6,6,4,1,1
24.6.24,50-64 Black,45,16,11,7,5,4,4,4,2,1,1
24.6.24,50-64 Mixed,27,14,13,9,7,7,7,7,5,2,2
24.6.24,50-64 Other,26,14,13,9,7,7,7,7,5,2,2
24.6.24,50-64 White,38,16,12,8,6,5,5,5,3,1,1
24.6.24,65+ Asian,44,16,12,7,5,5,4,4,2,1,1
24.6.24,65+ Black,57,15,9,5,4,3,3,2,1,0,0
24.6.24,65+ Mixed,37,16,12,8,6,6,5,5,3,1,1
24.6.24,65+ Other,36,16,13,8,6,6,5,5,3,1,1
24.6.24,65+ White,49,16,11,6,4,4,3,3,2,1,1
24.6.24,18-24 Brexit Party,21,12,12,9,8,8,9,9,6,2,2
24.6.24,18-24 Conservatives,22,13,12,9,8,8,8,9,6,2,2
24.6.24,18-24 Greens,15,10,11,9,8,9,10,12,9,3,4
24.6.24,18-24 Labour,14,10,11,9,8,9,10,12,9,4,4
24.6.24,18-24 Liberal Democrats,16,10,11,9,8,9,10,11,9,3,3
24.6.24,18-24 Other,22,13,12,9,8,8,8,9,6,2,2
24.6.24,18-24 SNP,16,10,11,9,8,9,10,11,9,3,3
24.6.24,25-49 Brexit Party,24,13,13,9,8,8,8,8,6,2,2
24.6.24,25-49 Conservatives,27,14,13,9,7,7,7,7,5,2,2
24.6.24,25-49 Greens,20,12,12,9,8,9,9,9,7,2,3
24.6.24,25-49 Labour,19,12,12,9,8,9,9,10,7,3,3
24.6.24,25-49 Liberal Democrats,21,12,12,9,8,8,9,9,6,2,2
24.6.24,25-49 Other,28,14,13,9,7,7,7,7,5,2,2
24.6.24,25-49 SNP,20,12,12,9,8,9,9,9,7,2,2
24.6.24,50-64 Brexit Party,36,16,13,8,6,6,5,5,3,1,1
24.6.24,50-64 Conservatives,42,16,12,7,5,5,4,4,3,1,1
24.6.24,50-64 Greens,33,15,13,9,7,6,6,6,4,1,1
24.6.24,50-64 Labour,32,15,13,9,7,6,6,6,4,1,1
24.6.24,50-64 Liberal Democrats,34,15,13,8,6,6,6,5,4,1,1
24.6.24,50-64 Other,41,16,12,7,5,5,4,4,3,1,1
24.6.24,50-64 SNP,33,15,13,8,6,6,6,5,4,1,1
24.6.24,65+ Brexit Party,45,16,11,7,5,4,4,4,2,1,1
24.6.24,65+ Conservatives,51,15,10,6,4,4,3,3,2,1,1
24.6.24,65+ Greens,41,16,12,7,5,5,5,4,3,1,1
24.6.24,65+ Labour,41,16,12,8,6,5,5,4,3,1,1
24.6.24,65+ Liberal Democrats,42,16,12,7,5,5,4,4,3,1,1
24.6.24,65+ Other,51,15,11,6,4,4,3,3,2,1,1
24.6.24,65+ SNP,42,16,12,7,5,5,4,4,3,1,1
24.6.24,Asian Brexit Party,27,14,12,9,7,7,7,7,5,2,2
24.6.24,Asian Conservatives,31,14,12,8,7,7,7,6,4,2,2
24.6.24,Asian Greens,20,12,12,9,8,9,9,10,7,3,3
24.6.24,Asian Labour,18,11,11,9,8,9,9,10,8,3,3
24.6.24,Asian Liberal Democrats,21,12,12,9,8,8,9,9,7,2,3
24.6.24,Asian Other,29,14,12,9,7,7,7,7,5,2,2
24.6.24,Asian SNP,20,12,12,9,8,9,9,10,7,3,3
24.6.24,Black Brexit Party,45,15,11,7,5,5,4,4,3,1,1
24.6.24,Black Conservatives,50,15,10,6,4,4,4,3,2,1,1
24.6.24,Black Greens,32,14,12,8,7,7,6,6,4,2,2
24.6.24,Black Labour,30,14,12,8,7,7,7,7,5,2,2
24.6.24,Black Liberal Democrats,37,15,12,8,6,6,5,5,4,1,1
24.6.24,Black Other,48,15,11,6,5,4,4,4,2,1,1
24.6.24,Black SNP,34,14,12,8,6,6,6,6,4,1,1
24.6.24,Mixed Brexit Party,29,14,12,9,7,7,7,7,5,2,2
24.6.24,Mixed Conservatives,34,15,12,8,6,6,6,6,4,1,1
24.6.24,Mixed Greens,19,11,11,9,8,8,9,10,8,3,3
24.6.24,Mixed Labour,18,11,11,9,8,9,10,11,9,3,4
24.6.24,Mixed Liberal Democrats,23,12,12,9,7,8,8,9,7,2,3
24.6.24,Mixed Other,31,14,12,8,7,7,6,6,5,2,2
24.6.24,Mixed SNP,20,11,11,9,8,8,9,10,8,3,3
24.6.24,Other Brexit Party,28,14,12,9,7,7,7,7,5,2,2
24.6.24,Other Conservatives,33,15,12,8,6,6,6,6,4,1,1
24.6.24,Other Greens,18,11,11,9,8,9,9,11,8,3,3
24.6.24,Other Labour,17,11,11,9,8,9,10,11,9,3,4
24.6.24,Other Liberal Democrats,23,12,12,9,7,8,8,9,7,2,3
24.6.24,Other Other,31,14,12,8,7,7,7,7,5,2,2
24.6.24,Other SNP,20,11,11,9,8,8,9,10,8,3,3
24.6.24,White Brexit Party,36,15,12,8,6,6,6,5,4,1,1
24.6.24,White Conservatives,41,15,12,7,5,5,5,4,3,1,1
24.6.24,White Greens,27,14,12,9,7,7,7,8,5,2,2
24.6.24,White Labour,25,13,12,9,7,8,8,8,6,2,2
24.6.24,White Liberal Democrats,30,14,12,9,7,7,7,7,5,2,2
24.6.24,White Other,39,15,12,8,6,5,5,5,3,1,1
24.6.24,White SNP,27,13,12,9,7,7,7,8,5,2,2
27.5.24,National,32,17,12,9,7,6,7,5,4,2,1
27.5.24,Female,29,16,12,9,7,6,7,5,4,2,1
27.5.24,Male,35,17,12,8,6,5,6,4,3,2,1
27.5.24,18-24,17,13,11,10,9,8,10,8,7,4,2
27.5.24,25-49,25,16,12,10,8,7,8,6,5,3,1
27.5.24,50-64,37,18,12,8,6,5,5,4,3,2,1
27.5.24,65+,42,18,11,7,5,4,5,3,2,1,1
27.5.24,Asian,30,17,12,9,7,6,7,5,4,2,1
27.5.24,Black,37,17,11,8,6,5,6,4,3,2,1
27.5.24,Mixed,25,15,12,9,8,7,8,6,5,3,2
27.5.24,Other,28,16,12,9,7,6,7,6,4,3,1
27.5.24,White,32,17,12,9,7,6,7,5,4,2,1
27.5.24,Brexit Party,39,18,11,8,6,5,5,4,3,1,1
27.5.24,Conservatives,38,18,11,8,6,5,5,4,3,2,1
27.5.24,Greens,24,16,12,10,8,7,8,6,5,3,1
27.5.24,Labour,25,16,12,9,8,7,8,6,5,3,1
27.5.24,Liberal Democrats,27,16,12,9,8,7,8,6,4,3,1
27.5.24,Other,52,17,9,6,4,3,3,2,2,1,0
27.5.24,SNP,27,16,12,9,8,6,8,6,4,3,1
27.5.24,Female 18-24,16,12,11,10,9,8,11,9,7,4,2
27.5.24,Female 25-49,22,15,12,10,8,7,9,7,5,3,1
27.5.24,Female 50-64,34,18,12,9,6,5,6,4,3,2,1
27.5.24,Female 65+,38,18,12,8,6,5,5,4,3,1,1
27.5.24,Male 18-24,18,14,12,10,9,8,10,8,6,4,2
27.5.24,Male 25-49,29,17,12,9,7,6,7,5,4,2,1
27.5.24,Male 50-64,39,18,12,8,6,5,5,3,3,1,1
27.5.24,Male 65+,46,18,10,7,5,4,4,3,2,1,0
27.5.24,Female Asian,27,16,12,9,8,7,8,6,4,3,1
27.5.24,Female Black,31,17,12,9,7,6,7,5,4,2,1
27.5.24,Female Mixed,22,15,12,9,8,7,9,7,6,3,2
27.5.24,Female Other,22,15,12,9,8,7,9,7,6,3,2
27.5.24,Female White,29,17,12,9,7,6,7,5,4,2,1
27.5.24,Male Asian,33,17,12,9,7,6,6,5,4,2,1
27.5.24,Male Black,41,17,11,7,6,4,5,3,3,1,1
27.5.24,Male Mixed,28,16,12,9,7,6,8,6,5,3,1
27.5.24,Male Other,32,17,12,9,7,6,7,5,4,2,1
27.5.24,Male White,35,17,12,8,6,5,6,4,3,2,1
27.5.24,Female Brexit Party,36,18,12,8,6,5,6,4,3,2,1
27.5.24,Female Conservatives,35,18,12,8,6,5,6,4,3,2,1
27.5.24,Female Greens,22,15,12,10,8,7,9,7,5,3,2
27.5.24,Female Labour,22,15,12,10,8,7,9,7,5,3,2
27.5.24,Female Liberal Democrats,24,16,12,10,8,7,8,6,5,3,1
27.5.24,Female Other,49,18,10,6,4,3,4,2,2,1,0
27.5.24,Female SNP,24,16,12,10,8,7,8,6,5,3,1
27.5.24,Male Brexit Party,40,18,11,8,6,4,5,3,2,1,1
27.5.24,Male Conservatives,41,18,11,8,6,4,5,3,2,1,1
27.5.24,Male Greens,26,16,12,9,8,7,8,6,5,3,1
27.5.24,Male Labour,28,17,12,9,7,6,7,5,4,2,1
27.5.24,Male Liberal Democrats,29,17,12,9,7,6,7,5,4,2,1
27.5.24,Male Other,54,17,9,6,4,3,3,2,1,1,0
27.5.24,Male SNP,29,17,12,9,7,6,7,5,4,2,1
27.5.24,18-24 Asian,18,14,12,10,9,8,10,8,6,4,2
27.5.24,18-24 Black,19,14,12,10,9,8,10,7,6,3,2
27.5.24,18-24 Mixed,12,10,10,9,9,9,12,11,10,6,3
27.5.24,18-24 Other,13,11,10,9,9,9,12,10,9,6,3
27.5.24,18-24 White,17,13,11,10,9,8,10,8,7,4,2
27.5.24,25-49 Asian,27,17,12,9,8,6,7,6,4,2,1
27.5.24,25-49 Black,28,17,12,9,7,6,7,5,4,2,1
27.5.24,25-49 Mixed,18,13,11,10,9,8,10,8,7,4,2
27.5.24,25-49 Other,20,14,12,10,9,8,10,8,6,4,2
27.5.24,25-49 White,26,16,12,10,8,7,8,6,5,3,1
27.5.24,50-64 Asian,39,18,12,8,6,5,5,3,3,1,1
27.5.24,50-64 Black,40,18,11,8,6,4,5,3,2,1,1
27.5.24,50-64 Mixed,27,17,12,9,8,6,7,6,4,2,1
27.5.24,50-64 Other,29,17,12,9,7,6,7,5,4,2,1
27.5.24,50-64 White,37,18,12,8,6,5,5,4,3,2,1
27.5.24,65+ Asian,44,18,11,7,5,4,4,3,2,1,1
27.5.24,65+ Black,49,18,10,6,5,3,4,2,2,1,0
27.5.24,65+ Mixed,32,18,12,9,7,6,6,5,3,2,1
27.5.24,65+ Other,37,18,12,8,6,5,5,4,3,2,1
27.5.24,65+ White,43,18,11,7,5,4,4,3,2,1,1
27.5.24,18-24 Brexit Party,22,15,12,10,8,7,9,7,5,3,1
27.5.24,18-24 Conservatives,21,15,12,10,8,7,9,7,5,3,2
27.5.24,18-24 Greens,14,12,11,10,9,9,11,9,8,5,2
27.5.24,18-24 Labour,15,12,11,10,9,8,11,9,7,4,2
27.5.24,18-24 Liberal Democrats,15,12,11,10,9,8,11,9,8,5,2
27.5.24,18-24 Other,34,18,12,9,7,5,6,4,3,2,1
27.5.24,18-24 SNP,17,13,11,10,9,8,10,8,7,4,2
27.5.24,25-49 Brexit Party,31,18,12,9,7,6,6,5,3,2,1
27.5.24,25-49 Conservatives,30,17,12,9,7,6,7,5,4,2,1
27.5.24,25-49 Greens,21,15,12,10,8,7,9,7,5,3,2
27.5.24,25-49 Labour,22,15,12,10,8,7,9,7,5,3,1
27.5.24,25-49 Liberal Democrats,22,15,12,10,8,7,9,7,5,3,1
27.5.24,25-49 Other,46,18,11,7,5,4,4,3,2,1,0
27.5.24,25-49 SNP,24,16,12,10,8,7,8,6,5,3,1
27.5.24,50-64 Brexit Party,41,18,11,8,5,4,5,3,2,1,1
27.5.24,50-64 Conservatives,40,18,11,8,6,4,5,3,2,1,1
27.5.24,50-64 Greens,30,17,12,9,7,6,7,5,4,2,1
27.5.24,50-64 Labour,32,18,12,9,7,6,6,4,3,2,1
27.5.24,50-64 Liberal Democrats,31,18,12,9,7,6,6,5,3,2,1
27.5.24,50-64 Other,57,17,9,5,3,3,3,2,1,1,0
27.5.24,50-64 SNP,33,18,12,9,7,5,6,4,3,2,1
27.5.24,65+ Brexit Party,45,18,11,7,5,4,4,3,2,1,1
27.5.24,65+ Conservatives,44,18,11,7,5,4,4,3,2,1,1
27.5.24,65+ Greens,32,18,12,9,7,6,6,4,3,2,1
27.5.24,65+ Labour,35,18,12,8,6,5,6,4,3,2,1
27.5.24,65+ Liberal Democrats,35,18,12,8,6,5,6,4,3,2,1
27.5.24,65+ Other,60,16,8,5,3,2,2,2,1,1,0
27.5.24,65+ SNP,38,18,12,8,6,5,5,4,3,1,1
27.5.24,Asian Brexit Party,37,18,12,8,6,5,5,4,3,2,1
27.5.24,Asian Conservatives,36,18,12,8,6,5,6,4,3,2,1
27.5.24,Asian Greens,23,15,12,10,8,7,8,6,5,3,1
27.5.24,Asian Labour,24,16,12,10,8,7,8,6,5,3,1
27.5.24,Asian Liberal Democrats,25,16,12,10,8,7,8,6,5,3,1
27.5.24,Asian Other,51,17,10,6,4,3,3,2,2,1,0
27.5.24,Asian SNP,26,16,12,9,8,7,8,6,5,3,1
27.5.24,Black Brexit Party,45,18,11,7,5,4,4,3,2,1,1
27.5.24,Black Conservatives,44,18,11,7,5,4,4,3,2,1,1
27.5.24,Black Greens,27,16,12,9,8,6,8,6,4,3,1
27.5.24,Black Labour,28,16,12,9,7,6,7,6,4,2,1
27.5.24,Black Liberal Democrats,31,17,12,9,7,6,7,5,4,2,1
27.5.24,Black Other,58,16,8,5,3,3,3,2,1,1,0
27.5.24,Black SNP,31,17,12,9,7,6,7,5,4,2,1
27.5.24,Mixed Brexit Party,31,17,12,9,7,6,7,5,4,2,1
27.5.24,Mixed Conservatives,30,17,12,9,7,6,7,5,4,2,1
27.5.24,Mixed Greens,17,13,11,10,9,8,10,9,7,5,2
27.5.24,Mixed Labour,18,13,11,10,9,8,10,8,7,4,2
27.5.24,Mixed Liberal Democrats,20,14,11,10,8,8,9,8,6,4,2
27.5.24,Mixed Other,43,18,11,7,5,4,5,3,2,1,1
27.5.24,Mixed SNP,20,14,11,10,8,8,10,8,6,4,2
27.5.24,Other Brexit Party,35,18,12,8,6,5,6,4,3,2,1
27.5.24,Other Conservatives,34,18,12,8,6,5,6,4,3,2,1
27.5.24,Other Greens,19,14,11,10,8,8,10,8,7,4,2
