"Date","Demographic.Level","Not.at.all","Somewhat","Moderately","Very.much.so","Completely"
"5.2.24","Female Liberal Democrats",4,45,44,7,1
"5.2.24","Female Other",9,41,27,23,0
"5.2.24","Female SNP",12,38,38,8,5
"5.2.24","Male Brexit Party",10,21,42,21,6
"5.2.24","Male Conservatives",4,28,37,20,12
"5.2.24","Male Greens",10,24,46,13,6
"5.2.24","Male Labour",3,27,39,26,5
"5.2.24","Male Liberal Democrats",4,33,43,16,4
"5.2.24","Male Other",0,32,43,18,7
"5.2.24","Male SNP",7,28,40,12,14
"5.2.24","18-24 Asian",0,24,55,21,0
"5.2.24","18-24 Black",0,0,41,7,52
"5.2.24","18-24 Mixed",7,62,4,27,0
"5.2.24","18-24 Other",0,82,4,0,14
"5.2.24","18-24 White",1,25,51,21,3
"5.2.24","25-49 Asian",1,21,50,23,4
"5.2.24","25-49 Black",0,4,53,22,21
"5.2.24","25-49 Mixed",7,51,29,11,2
"5.2.24","25-49 Other",6,32,19,5,39
"5.2.24","25-49 White",5,30,43,19,3
"5.2.24","50-64 Asian",4,48,37,5,6
"5.2.24","50-64 Black",0,9,37,14,40
"5.2.24","50-64 Mixed",5,0,0,93,1
"5.2.24","50-64 Other",0,100,0,0,0
"5.2.24","50-64 White",8,38,38,13,2
"5.2.24","65+ Asian",0,35,55,10,0
"5.2.24","65+ Black",0,14,38,0,48
"5.2.24","65+ Mixed",0,6,0,94,0
"5.2.24","65+ Other",0,57,0,0,43
"5.2.24","65+ White",9,46,33,12,1
"5.2.24","18-24 Brexit Party",0,9,28,57,6
"5.2.24","18-24 Conservatives",0,13,43,32,12
"5.2.24","18-24 Greens",19,22,41,12,6
"5.2.24","18-24 Labour",0,34,45,17,4
"5.2.24","18-24 Liberal Democrats",3,4,78,12,3
"5.2.24","18-24 Other",0,21,2,73,4
"5.2.24","18-24 SNP",0,63,33,0,4
"5.2.24","25-49 Brexit Party",0,49,29,17,4
"5.2.24","25-49 Conservatives",4,23,44,22,7
"5.2.24","25-49 Greens",2,21,65,8,4
"5.2.24","25-49 Labour",5,29,41,22,3
"5.2.24","25-49 Liberal Democrats",3,40,47,7,4
"5.2.24","25-49 Other",0,28,50,22,0
"5.2.24","25-49 SNP",5,29,36,18,11
"5.2.24","50-64 Brexit Party",7,23,50,16,4
"5.2.24","50-64 Conservatives",8,43,33,12,4
"5.2.24","50-64 Greens",4,27,46,12,11
"5.2.24","50-64 Labour",9,34,35,18,3
"5.2.24","50-64 Liberal Democrats",2,38,46,11,2
"5.2.24","50-64 Other",3,44,40,13,0
"5.2.24","50-64 SNP",11,24,44,6,13
"5.2.24","65+ Brexit Party",17,38,35,3,6
"5.2.24","65+ Conservatives",6,38,31,16,9
"5.2.24","65+ Greens",0,82,0,18,0
"5.2.24","65+ Labour",6,45,28,20,0
"5.2.24","65+ Liberal Democrats",7,51,22,20,0
"5.2.24","65+ Other",8,40,32,8,12
"5.2.24","65+ SNP",26,24,43,0,6
"5.2.24","Asian Brexit Party",0,41,59,0,0
"5.2.24","Asian Conservatives",0,22,47,29,3
"5.2.24","Asian Greens",0,6,94,0,0
"5.2.24","Asian Labour",3,26,51,18,1
"5.2.24","Asian Liberal Democrats",0,51,49,0,0
"5.2.24","Asian Other",0,100,0,0,0
"5.2.24","Asian SNP",0,23,35,0,42
"5.2.24","Black Brexit Party",0,10,0,0,90
"5.2.24","Black Conservatives",0,0,38,6,55
"5.2.24","Black Greens",0,20,0,0,80
"5.2.24","Black Labour",0,14,50,24,12
"5.2.24","Black Liberal Democrats",0,24,69,0,6
"5.2.24","Black Other",0,0,61,0,39
"5.2.24","Black SNP",0,5,8,0,87
"5.2.24","Mixed Brexit Party",0,61,0,39,0
"5.2.24","Mixed Conservatives",0,25,0,75,0
"5.2.24","Mixed Greens",0,0,57,43,0
"5.2.24","Mixed Labour",0,20,24,57,0
"5.2.24","Mixed Liberal Democrats",28,15,0,57,0
"5.2.24","Mixed Other",0,91,0,9,0
"5.2.24","Mixed SNP",0,76,0,4,20
"5.2.24","Other Brexit Party",0,100,0,0,0
"5.2.24","Other Conservatives",0,35,0,0,65
"5.2.24","Other Greens",0,43,57,0,0
"5.2.24","Other Labour",6,74,16,0,5
"5.2.24","Other Liberal Democrats",0,100,0,0,0
"5.2.24","Other Ethnicity Other Party",0,100,0,0,0
"5.2.24","Other SNP",0,62,0,38,0
"5.2.24","White Brexit Party",10,31,43,16,0
"5.2.24","White Conservatives",7,38,38,15,2
"5.2.24","White Greens",6,37,43,12,2
"5.2.24","White Labour",6,34,39,19,2
"5.2.24","White Liberal Democrats",3,37,45,12,2
"5.2.24","White Other",4,26,43,24,3
"5.2.24","White SNP",12,32,44,11,1
"2.4.24","National",7,35,37,18,3
"2.4.24","Female",10,42,35,13,2
"2.4.24","Male",5,29,40,23,4
"2.4.24","18-24",5,28,39,24,4
"2.4.24","25-49",6,31,39,21,4
"2.4.24","50-64",7,36,38,17,3
"2.4.24","65+",11,43,33,12,2
"2.4.24","Asian",8,37,36,16,2
"2.4.24","Black",3,20,39,31,7
"2.4.24","Mixed",6,33,38,19,3
"2.4.24","Other",9,39,36,15,2
"2.4.24","White",7,36,37,17,3
"2.4.24","Brexit Party",5,29,39,23,4
"2.4.24","Conservatives",8,37,36,17,3
"2.4.24","Greens",7,35,37,18,3
"2.4.24","Labour",7,35,37,18,3
"2.4.24","Liberal Democrats",7,33,38,19,3
"2.4.24","Other",5,29,39,23,4
"2.4.24","SNP",6,33,38,20,3
"2.4.24","Female 18-24",7,36,38,16,2
"2.4.24","Female 25-49",8,38,37,15,2
"2.4.24","Female 50-64",10,43,34,12,2
"2.4.24","Female 65+",13,47,30,9,1
"2.4.24","Male 18-24",3,20,40,31,6
"2.4.24","Male 25-49",3,23,41,28,5
"2.4.24","Male 50-64",5,29,41,22,4
"2.4.24","Male 65+",8,40,36,14,2
"2.4.24","Female Asian",11,44,33,11,1
"2.4.24","Female Black",4,24,41,26,5
"2.4.24","Female Mixed",8,39,37,14,2
"2.4.24","Female Other",11,43,33,11,2
"2.4.24","Female White",10,42,34,12,2
"2.4.24","Male Asian",5,30,40,21,3
"2.4.24","Male Black",2,17,37,35,8
"2.4.24","Male Mixed",5,28,39,24,4
"2.4.24","Male Other",7,36,37,17,3
"2.4.24","Male White",5,29,40,22,4
"2.4.24","Female Brexit Party",8,37,37,15,2
"2.4.24","Female Conservatives",10,43,34,12,2
"2.4.24","Female Greens",10,42,34,12,2
"2.4.24","Female Labour",9,41,35,13,2
"2.4.24","Female Liberal Democrats",9,40,36,14,2
"2.4.24","Female Other",8,38,37,15,2
"2.4.24","Female SNP",8,39,36,14,2
"2.4.24","Male Brexit Party",4,24,40,27,5
"2.4.24","Male Conservatives",6,31,39,21,4
"2.4.24","Male Greens",5,27,40,24,4
"2.4.24","Male Labour",5,27,40,24,4
"2.4.24","Male Liberal Democrats",5,27,40,25,4
"2.4.24","Male Other",4,24,40,28,5
"2.4.24","Male SNP",4,26,40,25,5
"2.4.24","18-24 Asian",6,32,39,20,3
"2.4.24","18-24 Black",2,14,35,39,10
"2.4.24","18-24 Mixed",4,23,40,29,5
"2.4.24","18-24 Other",5,30,39,22,4
"2.4.24","18-24 White",5,28,40,23,4
"2.4.24","25-49 Asian",7,35,38,17,3
"2.4.24","25-49 Black",2,16,37,36,8
"2.4.24","25-49 Mixed",4,26,40,25,4
"2.4.24","25-49 Other",6,32,39,20,3
"2.4.24","25-49 White",6,31,39,21,3
"2.4.24","50-64 Asian",9,40,35,14,2
"2.4.24","50-64 Black",3,20,39,31,6
"2.4.24","50-64 Mixed",6,31,40,20,3
"2.4.24","50-64 Other",8,37,37,16,2
"2.4.24","50-64 White",7,36,38,16,2
"2.4.24","65+ Asian",14,48,29,8,1
"2.4.24","65+ Black",4,26,42,25,4
"2.4.24","65+ Mixed",9,40,36,13,2
"2.4.24","65+ Other",11,44,33,11,1
"2.4.24","65+ White",11,45,32,10,1
"2.4.24","18-24 Brexit Party",2,15,37,37,9
"2.4.24","18-24 Conservatives",4,25,40,27,5
"2.4.24","18-24 Greens",5,28,39,23,4
"2.4.24","18-24 Labour",5,30,39,22,4
"2.4.24","18-24 Liberal Democrats",4,25,40,26,5
"2.4.24","18-24 Other",3,20,39,32,7
"2.4.24","18-24 SNP",4,25,40,26,5
"2.4.24","25-49 Brexit Party",3,22,40,29,6
"2.4.24","25-49 Conservatives",5,30,39,22,4
"2.4.24","25-49 Greens",6,32,39,20,3
"2.4.24","25-49 Labour",6,32,39,20,3
"2.4.24","25-49 Liberal Democrats",5,29,40,23,4
"2.4.24","25-49 Other",4,23,40,28,5
"2.4.24","25-49 SNP",5,30,39,22,4
"2.4.24","50-64 Brexit Party",5,28,40,24,4
"2.4.24","50-64 Conservatives",7,36,38,17,3
"2.4.24","50-64 Greens",8,37,37,16,2
"2.4.24","50-64 Labour",8,38,37,15,2
"2.4.24","50-64 Liberal Democrats",7,35,38,18,3
"2.4.24","50-64 Other",4,27,41,24,4
"2.4.24","50-64 SNP",7,36,37,16,3
"2.4.24","65+ Brexit Party",7,37,37,16,2
"2.4.24","65+ Conservatives",11,43,33,11,2
"2.4.24","65+ Greens",12,46,31,10,1
"2.4.24","65+ Labour",12,45,31,10,1
"2.4.24","65+ Liberal Democrats",10,42,34,12,2
"2.4.24","65+ Other",8,39,37,15,2
"2.4.24","65+ SNP",10,42,34,12,2
"2.4.24","Asian Brexit Party",5,30,39,22,4
"2.4.24","Asian Conservatives",9,38,36,15,2
"2.4.24","Asian Greens",8,37,36,16,2
"2.4.24","Asian Labour",8,38,36,15,2
"2.4.24","Asian Liberal Democrats",7,35,38,18,3
"2.4.24","Asian Other",5,30,39,22,4
"2.4.24","Asian SNP",7,35,38,17,3
"2.4.24","Black Brexit Party",2,16,36,37,9
"2.4.24","Black Conservatives",3,22,40,30,6
"2.4.24","Black Greens",3,20,38,32,7
"2.4.24","Black Labour",3,20,39,32,7
"2.4.24","Black Liberal Democrats",3,19,38,33,7
"2.4.24","Black Other",2,16,36,37,9
"2.4.24","Black SNP",3,18,38,34,8
"2.4.24","Mixed Brexit Party",5,28,39,24,4
"2.4.24","Mixed Conservatives",7,35,37,17,3
"2.4.24","Mixed Greens",6,32,38,20,3
"2.4.24","Mixed Labour",6,32,38,20,3
"2.4.24","Mixed Liberal Democrats",6,31,39,21,4
"2.4.24","Mixed Other",5,28,39,24,4
"2.4.24","Mixed SNP",5,29,39,22,4
"2.4.24","Other Brexit Party",6,33,38,19,3
"2.4.24","Other Conservatives",9,40,35,14,2
"2.4.24","Other Greens",8,37,36,16,2
"2.4.24","Other Labour",8,37,36,16,2
"2.4.24","Other Liberal Democrats",8,37,37,16,3
"2.4.24","Other Other",6,33,38,19,3
"2.4.24","Other SNP",7,36,37,17,3
"2.4.24","White Brexit Party",5,29,39,22,4
"2.4.24","White Conservatives",8,37,36,16,2
"2.4.24","White Greens",7,36,37,17,3
"2.4.24","White Labour",7,35,37,17,3
"2.4.24","White Liberal Democrats",7,34,38,19,3
"2.4.24","White Other",5,29,39,22,4
"2.4.24","White SNP",7,33,38,19,3
