Date,Demographic.Level,0,1,2,3,4,5,6,7,8,9,10
13.5.24,White Conservatives,1,1,3,4,5,8,14,21,26,13,3
13.5.24,White Greens,2,2,6,8,9,11,17,20,18,7,2
13.5.24,White Labour,2,2,5,7,8,11,16,20,19,8,2
13.5.24,White Liberal Democrats,2,2,4,6,7,10,16,21,21,9,2
13.5.24,White Other,2,2,5,7,8,11,16,20,19,8,2
13.5.24,White SNP,2,2,5,7,8,11,16,20,19,8,2
15.4.24,National,1,2,4,6,7,10,14,21,22,10,3
15.4.24,Female,1,2,4,6,6,10,14,21,22,11,3
15.4.24,Male,1,2,4,7,7,11,14,20,21,10,2
15.4.24,18-24,2,3,6,9,9,13,16,19,16,6,1
15.4.24,25-49,1,3,5,8,8,12,16,20,18,7,2
15.4.24,50-64,1,2,3,6,6,10,15,22,22,10,2
15.4.24,65+,1,1,2,4,4,7,12,21,28,16,4
15.4.24,Asian,1,3,5,8,8,12,15,20,18,8,2
15.4.24,Black,1,1,3,5,5,8,13,21,25,14,4
15.4.24,Mixed,1,3,5,8,8,12,15,20,18,8,2
15.4.24,Other,1,2,4,6,7,10,14,21,22,11,3
15.4.24,White,1,2,4,6,7,10,14,21,22,10,3
15.4.24,Brexit Party,2,4,7,10,10,13,16,18,15,6,1
15.4.24,Conservatives,1,1,3,5,5,8,13,21,26,13,3
15.4.24,Greens,1,2,4,6,7,10,15,22,22,10,2
15.4.24,Labour,1,3,5,8,8,12,16,20,17,7,2
15.4.24,Liberal Democrats,1,2,4,7,7,11,15,21,20,9,2
15.4.24,Other,1,2,4,7,7,11,15,21,21,9,2
15.4.24,SNP,1,2,4,6,7,11,15,21,21,10,2
15.4.24,Female 18-24,1,3,5,8,8,12,16,20,17,7,2
15.4.24,Female 25-49,1,2,5,7,8,12,16,21,19,8,2
15.4.24,Female 50-64,1,2,3,6,6,10,14,22,23,11,3
15.4.24,Female 65+,1,1,2,4,4,7,12,21,28,16,4
15.4.24,Male 18-24,2,4,6,10,10,13,16,19,15,6,1
15.4.24,Male 25-49,2,3,5,9,9,13,16,20,16,6,1
15.4.24,Male 50-64,1,2,4,6,7,10,15,22,22,10,2
15.4.24,Male 65+,1,1,2,3,4,7,11,21,29,16,4
15.4.24,Female Asian,1,2,5,7,8,12,15,21,19,8,2
15.4.24,Female Black,1,1,3,5,5,9,13,21,25,13,3
15.4.24,Female Mixed,1,3,5,8,8,11,15,20,19,8,2
15.4.24,Female Other,1,2,4,7,7,11,15,21,21,10,2
15.4.24,Female White,1,2,4,6,6,10,14,21,23,11,3
15.4.24,Male Asian,2,3,5,8,9,12,15,20,17,7,2
15.4.24,Male Black,1,1,3,5,5,8,12,20,26,15,4
15.4.24,Male Mixed,2,3,6,8,8,12,15,19,18,8,2
15.4.24,Male Other,1,2,4,6,6,10,14,21,23,11,3
15.4.24,Male White,1,2,4,7,7,11,14,21,21,10,2
15.4.24,Female Brexit Party,2,3,6,9,9,13,16,19,16,6,1
15.4.24,Female Conservatives,1,1,3,4,5,8,13,22,26,14,4
15.4.24,Female Greens,1,2,3,5,6,10,14,22,23,11,3
15.4.24,Female Labour,1,3,5,8,8,12,16,21,18,7,2
15.4.24,Female Liberal Democrats,1,2,4,7,7,11,15,21,20,9,2
15.4.24,Female Other,1,2,4,6,6,10,14,22,22,10,3
15.4.24,Female SNP,1,2,4,6,7,10,15,22,22,10,2
15.4.24,Male Brexit Party,2,4,7,10,10,13,15,18,14,5,1
15.4.24,Male Conservatives,1,2,3,5,5,9,13,21,25,13,3
15.4.24,Male Greens,1,2,4,7,7,11,15,21,21,9,2
15.4.24,Male Labour,2,3,6,9,9,13,16,19,16,7,2
15.4.24,Male Liberal Democrats,1,3,5,7,8,12,15,20,19,8,2
15.4.24,Male Other,1,2,4,7,7,11,15,21,20,9,2
15.4.24,Male SNP,1,2,4,7,7,11,15,21,20,9,2
15.4.24,18-24 Asian,2,3,6,10,10,13,16,19,15,6,1
15.4.24,18-24 Black,1,2,4,7,7,11,15,21,20,8,2
15.4.24,18-24 Mixed,3,5,8,12,11,14,15,16,11,4,1
15.4.24,18-24 Other,2,3,6,10,10,13,16,19,15,6,1
15.4.24,18-24 White,2,3,6,9,9,13,16,20,16,6,1
15.4.24,25-49 Asian,2,3,6,9,9,13,16,20,16,6,1
15.4.24,25-49 Black,1,2,4,6,7,11,15,22,21,9,2
15.4.24,25-49 Mixed,2,4,7,11,10,14,16,17,13,5,1
15.4.24,25-49 Other,2,3,6,9,9,13,16,20,16,6,1
15.4.24,25-49 White,1,3,5,8,8,12,16,20,18,7,2
15.4.24,50-64 Asian,1,2,4,6,7,11,15,22,21,9,2
15.4.24,50-64 Black,1,1,3,4,5,9,13,22,26,13,3
15.4.24,50-64 Mixed,1,3,5,8,9,12,16,20,17,7,2
15.4.24,50-64 Other,1,2,4,6,7,11,15,22,21,9,2
15.4.24,50-64 White,1,2,3,6,6,10,15,22,23,10,2
15.4.24,65+ Asian,1,1,2,4,4,8,12,22,28,15,4
15.4.24,65+ Black,0,1,1,3,3,6,10,19,31,20,6
15.4.24,65+ Mixed,1,2,3,5,6,10,14,22,24,11,3
15.4.24,65+ Other,1,1,2,4,4,8,12,22,28,15,4
15.4.24,65+ White,0,1,2,3,4,7,11,21,29,16,4
15.4.24,18-24 Brexit Party,3,6,10,14,12,14,14,13,9,3,1
15.4.24,18-24 Conservatives,1,2,4,7,8,11,16,21,19,8,2
15.4.24,18-24 Greens,1,2,5,7,8,12,16,21,18,8,2
15.4.24,18-24 Labour,2,3,6,10,10,13,16,19,15,5,1
15.4.24,18-24 Liberal Democrats,2,3,6,9,9,13,16,19,15,6,1
15.4.24,18-24 Other,2,3,6,9,9,13,16,19,15,6,1
15.4.24,18-24 SNP,1,3,5,8,8,12,16,20,17,7,2
15.4.24,25-49 Brexit Party,3,5,9,13,11,14,15,15,10,4,1
15.4.24,25-49 Conservatives,1,2,4,6,7,11,15,22,21,9,2
15.4.24,25-49 Greens,1,2,4,7,7,11,16,21,20,8,2
15.4.24,25-49 Labour,2,3,6,9,9,13,16,19,15,6,1
15.4.24,25-49 Liberal Democrats,1,3,5,9,9,13,16,20,16,6,1
15.4.24,25-49 Other,1,3,5,8,9,13,16,20,16,6,1
15.4.24,25-49 SNP,1,2,4,7,8,12,16,21,19,8,2
15.4.24,50-64 Brexit Party,2,4,7,10,10,14,16,18,14,5,1
15.4.24,50-64 Conservatives,1,1,3,5,5,9,14,22,25,12,3
15.4.24,50-64 Greens,1,2,3,5,6,10,14,22,24,11,3
15.4.24,50-64 Labour,1,2,4,7,8,12,16,21,19,8,2
15.4.24,50-64 Liberal Democrats,1,2,4,7,7,11,15,22,20,9,2
15.4.24,50-64 Other,1,2,4,6,7,11,15,22,21,9,2
15.4.24,50-64 SNP,1,2,3,5,6,10,15,22,23,10,3
15.4.24,65+ Brexit Party,1,2,4,7,7,11,16,21,20,8,2
15.4.24,65+ Conservatives,0,1,2,3,4,6,11,21,30,18,5
15.4.24,65+ Greens,0,1,2,3,4,7,11,21,29,16,4
15.4.24,65+ Labour,1,1,3,5,5,9,14,22,25,12,3
15.4.24,65+ Liberal Democrats,1,1,2,4,5,8,13,22,26,13,3
15.4.24,65+ Other,1,1,2,4,5,8,13,22,27,14,4
15.4.24,65+ SNP,1,1,2,3,4,7,12,21,29,16,4
15.4.24,Asian Brexit Party,3,5,8,12,11,14,15,16,11,4,1
15.4.24,Asian Conservatives,1,2,4,6,6,10,15,22,22,10,3
15.4.24,Asian Greens,1,2,4,7,8,12,16,21,19,8,2
15.4.24,Asian Labour,2,3,6,9,9,13,16,19,15,6,1
15.4.24,Asian Liberal Democrats,2,3,5,9,9,13,16,20,17,7,2
15.4.24,Asian Other,1,3,5,8,8,12,16,20,17,7,2
15.4.24,Asian SNP,1,3,5,8,8,12,16,21,18,8,2
15.4.24,Black Brexit Party,1,3,5,7,8,12,15,20,19,8,2
15.4.24,Black Conservatives,0,1,2,3,4,7,11,20,29,18,5
15.4.24,Black Greens,1,1,3,5,5,9,13,22,25,13,3
15.4.24,Black Labour,1,2,4,6,7,11,15,21,21,10,2
15.4.24,Black Liberal Democrats,1,2,3,5,6,9,14,21,24,12,3
15.4.24,Black Other,1,2,3,5,5,9,13,21,25,13,3
15.4.24,Black SNP,1,1,3,5,5,9,13,22,25,13,3
15.4.24,Mixed Brexit Party,3,5,8,12,11,14,15,16,12,4,1
15.4.24,Mixed Conservatives,1,2,4,6,6,10,14,21,23,10,3
15.4.24,Mixed Greens,1,3,5,8,8,12,15,20,18,7,2
15.4.24,Mixed Labour,2,4,7,11,10,13,15,17,13,5,1
15.4.24,Mixed Liberal Democrats,2,3,6,9,9,13,15,19,16,6,1
15.4.24,Mixed Other,2,3,5,8,8,12,15,20,17,7,2
15.4.24,Mixed SNP,2,3,6,9,9,12,15,19,17,7,2
15.4.24,Other Brexit Party,2,4,6,9,9,13,16,19,15,6,1
15.4.24,Other Conservatives,1,1,3,4,5,8,13,21,26,14,4
15.4.24,Other Greens,1,2,4,6,7,11,15,21,21,10,2
15.4.24,Other Labour,2,3,5,8,9,12,16,20,17,7,2
15.4.24,Other Liberal Democrats,1,2,4,7,7,11,15,21,20,9,2
15.4.24,Other Other,1,2,4,6,7,11,15,21,21,10,2
15.4.24,Other SNP,1,2,4,6,7,11,15,21,21,10,2
15.4.24,White Brexit Party,2,4,7,10,10,13,16,18,15,6,1
15.4.24,White Conservatives,1,1,3,4,5,8,13,21,26,14,4
15.4.24,White Greens,1,2,4,6,6,10,15,22,22,10,3
15.4.24,White Labour,1,3,5,8,8,12,16,20,18,7,2
15.4.24,White Liberal Democrats,1,2,4,7,7,11,15,21,20,9,2
15.4.24,White Other,1,2,4,6,7,11,15,21,21,9,2
15.4.24,White SNP,1,2,4,6,7,11,15,21,21,10,2
24.6.24,National,2,2,3,5,6,9,15,21,23,10,4
24.6.24,Female,1,1,3,5,6,9,15,21,24,10,4
24.6.24,Male,2,2,4,5,7,9,16,20,22,9,4
24.6.24,18-24,2,2,4,6,8,11,17,21,19,7,2
24.6.24,25-49,2,2,5,7,8,11,18,20,19,6,2
24.6.24,50-64,1,2,3,5,7,9,16,22,23,9,3
24.6.24,65+,1,1,1,2,3,5,11,20,31,17,7
24.6.24,Asian,2,2,4,6,8,11,17,20,20,7,3
24.6.24,Black,1,1,2,3,4,6,12,20,29,16,7
24.6.24,Mixed,2,2,4,5,7,9,15,20,23,10,4
24.6.24,Other,2,2,5,7,8,11,16,19,19,7,2
24.6.24,White,1,2,3,5,6,9,15,21,24,10,4
24.6.24,Brexit Party,2,2,4,6,7,10,16,21,22,9,3
24.6.24,Conservatives,1,1,2,4,5,7,14,21,27,13,5
24.6.24,Greens,2,2,5,7,8,11,17,20,19,7,2
24.6.24,Labour,2,2,4,6,8,11,17,20,19,7,2
24.6.24,Liberal Democrats,2,2,4,6,7,10,16,21,22,8,3
24.6.24,Other,1,1,3,4,5,8,14,21,26,12,5
24.6.24,SNP,2,2,4,6,8,11,17,20,20,7,3
24.6.24,Female 18-24,2,2,4,6,8,11,17,21,19,7,2
24.6.24,Female 25-49,2,2,4,6,8,11,17,21,19,7,2
24.6.24,Female 50-64,1,1,3,4,6,9,16,22,25,10,4
24.6.24,Female 65+,1,1,1,2,3,5,11,19,32,17,7
24.6.24,Male 18-24,2,2,4,6,8,11,17,21,19,7,2
24.6.24,Male 25-49,2,2,5,7,9,12,18,20,18,6,2
24.6.24,Male 50-64,2,2,4,6,7,10,17,21,21,8,3
24.6.24,Male 65+,1,1,2,2,3,6,11,20,31,17,7
24.6.24,Female Asian,2,2,4,6,8,10,17,21,20,8,3
24.6.24,Female Black,1,1,2,3,4,7,13,20,28,14,6
24.6.24,Female Mixed,2,2,3,5,6,9,15,20,23,10,4
24.6.24,Female Other,3,3,6,8,9,11,17,19,17,6,2
24.6.24,Female White,1,1,3,5,6,9,15,21,24,11,4
24.6.24,Male Asian,2,2,5,7,8,11,17,20,19,7,2
24.6.24,Male Black,1,1,2,3,4,6,12,19,29,16,7
24.6.24,Male Mixed,2,2,4,6,7,10,16,20,22,9,3
24.6.24,Male Other,2,2,5,7,8,11,16,20,19,7,3
24.6.24,Male White,2,2,4,5,7,9,16,21,23,9,3
24.6.24,Female Brexit Party,1,2,3,5,6,9,16,21,24,10,4
24.6.24,Female Conservatives,1,1,2,3,4,7,13,21,28,14,6
24.6.24,Female Greens,2,2,4,6,8,11,17,21,20,7,3
24.6.24,Female Labour,2,2,4,6,8,11,17,21,20,7,3
24.6.24,Female Liberal Democrats,2,2,3,5,7,10,16,21,23,9,3
24.6.24,Female Other,1,1,2,3,5,7,13,20,28,14,6
24.6.24,Female SNP,2,2,4,6,8,10,17,21,21,8,3
24.6.24,Male Brexit Party,2,2,4,6,8,10,17,20,21,8,3
24.6.24,Male Conservatives,1,1,3,4,5,8,14,21,26,12,5
24.6.24,Male Greens,2,2,5,7,9,12,18,19,17,6,2
24.6.24,Male Labour,2,2,5,7,9,11,17,20,18,6,2
24.6.24,Male Liberal Democrats,2,2,4,6,8,10,17,20,21,8,3
24.6.24,Male Other,1,1,3,4,6,8,15,21,25,11,4
24.6.24,Male SNP,2,2,4,6,8,11,17,20,19,7,3
24.6.24,18-24 Asian,2,2,5,7,9,12,18,20,18,6,2
24.6.24,18-24 Black,1,1,3,4,6,8,15,22,26,10,4
24.6.24,18-24 Mixed,3,3,5,8,9,12,18,19,16,5,2
24.6.24,18-24 Other,4,4,7,10,11,13,17,16,12,4,1
24.6.24,18-24 White,2,2,4,6,8,11,17,21,20,7,2
24.6.24,25-49 Asian,2,2,5,7,9,12,18,20,17,6,2
24.6.24,25-49 Black,1,1,3,4,6,9,16,22,25,10,4
24.6.24,25-49 Mixed,3,3,6,8,10,12,18,19,15,5,2
24.6.24,25-49 Other,4,4,8,10,12,13,17,16,11,3,1
24.6.24,25-49 White,2,2,4,6,8,11,18,21,19,6,2
24.6.24,50-64 Asian,2,2,4,6,7,10,17,21,21,8,3
24.6.24,50-64 Black,1,1,2,3,4,7,13,21,29,13,5
24.6.24,50-64 Mixed,2,2,4,6,8,11,17,21,19,7,2
24.6.24,50-64 Other,3,3,6,8,10,13,18,18,15,5,2
24.6.24,50-64 White,1,2,3,5,7,9,16,22,23,9,3
24.6.24,65+ Asian,1,1,2,3,4,6,12,20,31,16,6
24.6.24,65+ Black,0,0,1,1,2,3,8,16,33,23,11
24.6.24,65+ Mixed,1,1,2,3,4,7,13,21,29,14,5
24.6.24,65+ Other,1,1,3,4,6,9,15,22,25,10,4
24.6.24,65+ White,1,1,1,2,3,5,11,20,32,17,7
24.6.24,18-24 Brexit Party,2,2,5,7,9,12,18,20,18,6,2
24.6.24,18-24 Conservatives,1,1,3,5,6,9,16,22,24,9,3
24.6.24,18-24 Greens,2,2,5,7,9,12,18,20,17,6,2
24.6.24,18-24 Labour,2,2,5,7,9,11,18,20,18,6,2
24.6.24,18-24 Liberal Democrats,2,2,4,6,8,11,18,21,19,6,2
24.6.24,18-24 Other,1,1,3,5,6,9,16,22,24,9,3
24.6.24,18-24 SNP,2,2,5,7,8,11,18,20,18,6,2
24.6.24,25-49 Brexit Party,2,3,5,8,9,12,18,20,16,5,2
24.6.24,25-49 Conservatives,2,2,3,5,7,10,17,22,22,8,3
24.6.24,25-49 Greens,3,3,6,8,10,12,18,19,16,5,2
24.6.24,25-49 Labour,2,2,5,7,9,12,18,20,16,5,2
24.6.24,25-49 Liberal Democrats,2,2,5,7,9,12,18,20,17,6,2
24.6.24,25-49 Other,2,2,3,5,7,10,17,22,22,8,3
24.6.24,25-49 SNP,2,2,5,7,9,12,18,20,17,5,2
24.6.24,50-64 Brexit Party,2,2,4,6,8,11,18,21,19,7,2
24.6.24,50-64 Conservatives,1,1,3,4,6,8,15,22,26,10,4
24.6.24,50-64 Greens,2,2,4,6,8,11,18,21,19,6,2
24.6.24,50-64 Labour,2,2,4,6,8,11,17,21,20,7,2
24.6.24,50-64 Liberal Democrats,2,2,4,6,7,10,17,21,21,7,3
24.6.24,50-64 Other,1,1,3,4,6,9,16,22,25,10,4
24.6.24,50-64 SNP,2,2,4,6,8,11,17,21,20,7,2
24.6.24,65+ Brexit Party,1,1,2,3,4,7,13,21,29,13,5
24.6.24,65+ Conservatives,1,1,1,2,3,5,10,19,32,19,8
24.6.24,65+ Greens,1,1,2,3,5,7,14,22,28,13,5
24.6.24,65+ Labour,1,1,2,3,4,7,13,21,29,13,5
24.6.24,65+ Liberal Democrats,1,1,2,3,4,6,13,21,30,14,6
24.6.24,65+ Other,1,1,1,2,3,5,10,19,32,19,8
24.6.24,65+ SNP,1,1,2,3,4,7,13,21,29,14,5
24.6.24,Asian Brexit Party,2,2,5,7,9,11,17,20,18,6,2
24.6.24,Asian Conservatives,1,1,3,5,6,9,16,21,24,10,4
24.6.24,Asian Greens,3,3,5,8,9,12,18,19,16,5,2
24.6.24,Asian Labour,2,3,5,8,9,12,18,19,16,5,2
24.6.24,Asian Liberal Democrats,2,2,5,7,9,11,18,20,18,6,2
24.6.24,Asian Other,1,2,3,5,7,9,16,21,23,9,3
24.6.24,Asian SNP,2,2,5,7,9,12,18,20,17,6,2
24.6.24,Black Brexit Party,1,1,2,3,4,7,13,20,28,14,6
24.6.24,Black Conservatives,1,1,1,2,3,5,10,18,31,20,9
24.6.24,Black Greens,1,1,3,4,6,9,15,21,25,11,4
24.6.24,Black Labour,1,1,3,4,6,8,15,21,26,11,4
24.6.24,Black Liberal Democrats,1,1,2,3,5,7,13,21,28,13,5
24.6.24,Black Other,1,1,1,2,3,5,10,19,31,18,8
24.6.24,Black SNP,1,1,2,4,5,8,14,21,26,12,5
24.6.24,Mixed Brexit Party,2,2,4,6,7,10,16,21,21,8,3
24.6.24,Mixed Conservatives,1,1,2,4,5,7,14,21,27,12,5
24.6.24,Mixed Greens,3,3,5,7,9,12,17,19,17,6,2
24.6.24,Mixed Labour,2,3,5,7,9,12,17,19,17,6,2
24.6.24,Mixed Liberal Democrats,2,2,4,6,8,10,16,20,21,8,3
24.6.24,Mixed Other,1,1,3,4,5,8,14,21,26,12,4
24.6.24,Mixed SNP,2,2,5,7,9,11,17,20,18,7,2
24.6.24,Other Brexit Party,3,3,5,8,9,12,17,19,17,6,2
24.6.24,Other Conservatives,2,2,4,5,7,9,16,21,23,9,3
24.6.24,Other Greens,4,4,7,10,11,13,17,16,13,4,1
24.6.24,Other Labour,4,4,7,10,11,13,17,17,13,4,1
24.6.24,Other Liberal Democrats,3,3,6,8,9,12,17,19,16,5,2
24.6.24,Other Other,2,2,4,6,7,10,16,21,22,8,3
24.6.24,Other SNP,3,3,7,9,10,12,17,17,14,5,2
24.6.24,White Brexit Party,2,2,4,5,7,10,16,21,22,9,3
24.6.24,White Conservatives,1,1,2,3,5,7,14,21,28,13,5
24.6.24,White Greens,2,2,4,7,8,11,17,20,19,7,2
24.6.24,White Labour,2,2,4,6,8,11,17,20,19,7,2
24.6.24,White Liberal Democrats,2,2,4,5,7,10,16,21,22,8,3
24.6.24,White Other,1,1,2,4,5,8,14,21,27,12,5
24.6.24,White SNP,2,2,4,6,8,11,17,21,20,7,3
27.5.24,National,1,2,4,5,7,8,14,20,23,12,3
27.5.24,Female,1,2,3,5,6,8,13,20,25,14,4
27.5.24,Male,1,2,4,6,8,9,14,20,22,11,3
27.5.24,18-24,2,3,5,8,9,10,15,19,18,8,2
27.5.24,25-49,1,2,4,6,8,9,15,20,21,10,3
27.5.24,50-64,1,2,3,5,7,8,14,20,24,12,3
27.5.24,65+,1,1,2,4,5,6,11,19,28,18,5
27.5.24,Asian,1,2,4,6,8,9,15,20,21,10,3
27.5.24,Black,1,2,3,4,6,7,12,20,26,15,4
27.5.24,Mixed,3,4,7,10,11,11,15,17,15,6,2
27.5.24,Other,2,3,5,7,8,10,15,20,20,10,2
27.5.24,White,1,2,3,5,7,8,13,20,24,13,4
27.5.24,Brexit Party,2,4,6,8,10,11,15,18,17,7,2
27.5.24,Conservatives,1,2,3,4,6,7,12,20,26,15,4
27.5.24,Greens,2,3,6,8,9,11,15,19,18,8,2
27.5.24,Labour,2,3,4,7,8,10,15,20,20,10,2
27.5.24,Liberal Democrats,1,2,4,6,7,9,14,20,23,11,3
27.5.24,Other,1,2,3,4,6,7,12,20,26,15,4
27.5.24,SNP,1,2,4,6,7,9,14,20,23,11,3
27.5.24,Female 18-24,2,3,5,7,8,10,15,20,20,9,2
27.5.24,Female 25-49,1,2,4,6,7,9,14,21,23,11,3
27.5.24,Female 50-64,1,2,3,5,6,8,13,21,25,13,4
27.5.24,Female 65+,1,1,2,3,4,6,10,19,29,19,6
27.5.24,Male 18-24,2,4,6,8,10,11,15,19,17,7,2
27.5.24,Male 25-49,2,3,5,7,9,10,15,20,19,9,2
27.5.24,Male 50-64,1,2,4,6,8,9,14,20,22,10,3
27.5.24,Male 65+,1,1,3,4,5,7,12,20,27,16,4
27.5.24,Female Asian,1,2,4,6,7,9,14,20,23,11,3
27.5.24,Female Black,1,1,3,4,5,7,12,20,26,16,4
27.5.24,Female Mixed,2,4,6,9,10,11,15,18,16,7,2
27.5.24,Female Other,1,3,4,6,8,9,14,20,21,10,3
27.5.24,Female White,1,2,3,5,6,8,13,20,25,14,4
27.5.24,Male Asian,2,3,5,7,9,10,15,19,19,9,2
27.5.24,Male Black,1,2,3,5,6,8,13,20,25,14,4
27.5.24,Male Mixed,3,5,8,10,11,11,15,16,13,5,1
27.5.24,Male Other,2,3,5,7,8,10,15,19,20,9,2
27.5.24,Male White,1,2,4,6,7,9,14,20,22,11,3
27.5.24,Female Brexit Party,2,3,5,7,9,10,15,20,19,9,2
27.5.24,Female Conservatives,1,1,2,4,5,6,12,20,28,17,5
27.5.24,Female Greens,2,3,5,7,9,10,15,20,19,9,2
27.5.24,Female Labour,1,2,4,6,8,9,14,20,22,11,3
27.5.24,Female Liberal Democrats,1,2,3,5,6,8,13,20,24,13,4
27.5.24,Female Other,1,1,2,3,5,6,11,19,28,18,5
27.5.24,Female SNP,1,2,3,5,6,8,13,20,24,13,3
27.5.24,Male Brexit Party,2,4,7,9,10,11,15,18,15,6,2
27.5.24,Male Conservatives,1,2,3,5,6,8,13,20,25,13,4
27.5.24,Male Greens,2,4,6,9,10,11,15,18,15,6,2
27.5.24,Male Labour,2,3,5,7,9,10,15,19,18,8,2
27.5.24,Male Liberal Democrats,1,2,4,6,8,9,15,20,21,10,3
27.5.24,Male Other,1,2,3,5,6,8,13,20,25,13,4
27.5.24,Male SNP,1,2,4,6,8,9,15,20,21,10,3
27.5.24,18-24 Asian,2,3,6,8,10,11,15,19,17,7,2
27.5.24,18-24 Black,1,2,4,6,8,10,15,20,21,10,2
27.5.24,18-24 Mixed,5,7,11,13,13,12,14,13,9,3,1
27.5.24,18-24 Other,3,4,7,10,11,12,15,17,14,6,1
27.5.24,18-24 White,2,3,5,7,9,10,15,20,19,8,2
27.5.24,25-49 Asian,2,3,4,7,8,10,15,20,20,9,2
27.5.24,25-49 Black,1,2,3,5,7,9,14,21,23,12,3
27.5.24,25-49 Mixed,4,6,9,12,12,12,15,15,11,4,1
27.5.24,25-49 Other,2,4,6,9,10,11,16,18,16,7,2
27.5.24,25-49 White,1,2,4,6,8,9,15,20,21,10,3
27.5.24,50-64 Asian,1,2,4,6,7,9,14,20,22,11,3
27.5.24,50-64 Black,1,2,3,4,6,8,13,20,26,14,4
27.5.24,50-64 Mixed,3,5,8,10,12,12,15,16,13,5,1
27.5.24,50-64 Other,2,3,5,7,9,10,15,20,19,8,2
27.5.24,50-64 White,1,2,3,5,7,8,14,21,24,12,3
27.5.24,65+ Asian,1,1,2,4,5,6,12,20,28,17,5
27.5.24,65+ Black,1,1,2,3,4,5,10,19,29,20,6
27.5.24,65+ Mixed,2,3,5,7,9,10,15,20,19,8,2
27.5.24,65+ Other,1,2,3,5,7,8,14,21,24,12,3
27.5.24,65+ White,1,1,2,3,4,6,11,19,29,19,6
27.5.24,18-24 Brexit Party,4,6,9,12,12,12,15,15,11,4,1
27.5.24,18-24 Conservatives,1,3,4,6,8,10,15,20,21,10,2
27.5.24,18-24 Greens,3,4,7,10,11,12,15,17,14,6,1
27.5.24,18-24 Labour,2,3,6,8,10,11,15,19,17,7,2
27.5.24,18-24 Liberal Democrats,2,3,5,8,9,10,15,19,18,8,2
27.5.24,18-24 Other,1,2,4,6,8,9,15,20,21,10,3
27.5.24,18-24 SNP,2,3,5,7,9,10,15,20,19,8,2
27.5.24,25-49 Brexit Party,3,4,7,10,11,12,15,17,14,5,1
27.5.24,25-49 Conservatives,1,2,3,5,7,8,14,21,24,12,3
27.5.24,25-49 Greens,2,4,6,9,10,11,16,18,16,7,2
27.5.24,25-49 Labour,2,3,5,7,9,10,15,20,19,9,2
27.5.24,25-49 Liberal Democrats,1,2,4,6,8,10,15,20,21,10,2
27.5.24,25-49 Other,1,2,3,5,7,8,14,21,24,12,3
27.5.24,25-49 SNP,1,2,4,6,8,9,15,20,22,10,3
27.5.24,50-64 Brexit Party,2,4,6,9,10,11,16,18,16,6,2
27.5.24,50-64 Conservatives,1,2,3,4,6,8,13,21,25,14,4
27.5.24,50-64 Greens,2,3,5,8,9,11,15,19,18,8,2
27.5.24,50-64 Labour,1,2,4,6,8,9,15,20,21,10,3
27.5.24,50-64 Liberal Democrats,1,2,4,5,7,9,14,21,23,11,3
27.5.24,50-64 Other,1,2,3,4,6,8,13,21,25,14,4
27.5.24,50-64 SNP,1,2,3,5,7,8,14,21,24,12,3
27.5.24,65+ Brexit Party,1,2,4,6,8,10,15,20,21,10,2
27.5.24,65+ Conservatives,1,1,2,3,4,6,11,19,29,19,6
27.5.24,65+ Greens,1,2,3,5,7,8,14,21,24,12,3
27.5.24,65+ Labour,1,2,3,4,6,7,13,20,26,15,4
27.5.24,65+ Liberal Democrats,1,1,2,4,5,7,12,20,27,16,5
27.5.24,65+ Other,1,1,2,3,4,5,10,19,29,20,6
27.5.24,65+ SNP,1,1,2,4,5,7,12,20,27,17,5
27.5.24,Asian Brexit Party,3,4,7,10,11,12,15,17,14,6,1
27.5.24,Asian Conservatives,1,2,3,5,7,8,14,20,24,13,3
27.5.24,Asian Greens,2,4,6,9,10,11,16,18,16,6,2
27.5.24,Asian Labour,2,3,5,7,9,10,15,20,19,8,2
27.5.24,Asian Liberal Democrats,1,3,4,7,8,10,15,20,20,10,2
27.5.24,Asian Other,1,2,3,5,7,8,14,20,24,12,3
27.5.24,Asian SNP,1,2,4,6,8,10,15,20,21,10,2
27.5.24,Black Brexit Party,2,3,5,7,8,10,15,20,20,9,2
27.5.24,Black Conservatives,1,1,2,3,5,6,11,19,28,18,5
27.5.24,Black Greens,2,3,5,7,8,10,15,20,20,9,2
27.5.24,Black Labour,1,2,4,6,7,9,14,20,23,11,3
27.5.24,Black Liberal Democrats,1,2,3,5,6,8,13,20,25,14,4
27.5.24,Black Other,1,1,2,3,5,6,11,19,28,18,5
27.5.24,Black SNP,1,2,3,5,6,8,13,20,25,14,4
27.5.24,Mixed Brexit Party,5,7,11,13,13,12,14,13,9,3,1
27.5.24,Mixed Conservatives,2,3,5,8,9,11,15,19,18,8,2
27.5.24,Mixed Greens,5,7,11,13,13,12,14,13,9,3,1
27.5.24,Mixed Labour,4,6,9,12,12,12,14,15,11,4,1
27.5.24,Mixed Liberal Democrats,3,5,7,10,11,12,15,17,14,6,1
27.5.24,Mixed Other,2,3,6,8,9,11,15,19,18,8,2
27.5.24,Mixed SNP,3,5,8,10,11,12,15,16,13,5,1
27.5.24,Other Brexit Party,3,5,7,10,11,12,15,17,14,5,1
27.5.24,Other Conservatives,1,2,4,5,7,9,14,20,23,12,3
27.5.24,Other Greens,3,5,7,10,11,12,15,17,14,6,1
