"Date","Demographic.Level","Never","Rarely","Sometimes","Very.often","Always"
"5.2.24","Female Liberal Democrats",7,34,48,10,1
"5.2.24","Female Other",25,29,46,0,0
"5.2.24","Female SNP",14,40,38,3,4
"5.2.24","Male Brexit Party",42,10,46,0,2
"5.2.24","Male Conservatives",20,34,39,7,0
"5.2.24","Male Greens",14,41,31,11,3
"5.2.24","Male Labour",18,30,44,8,0
"5.2.24","Male Liberal Democrats",3,44,38,15,0
"5.2.24","Male Other",29,25,40,6,0
"5.2.24","Male SNP",27,21,37,13,2
"5.2.24","18-24 Asian",30,32,35,3,0
"5.2.24","18-24 Black",0,27,43,30,0
"5.2.24","18-24 Mixed",65,0,35,0,0
"5.2.24","18-24 Other",1,0,99,0,0
"5.2.24","18-24 White",15,29,46,10,0
"5.2.24","25-49 Asian",20,45,33,3,0
"5.2.24","25-49 Black",7,24,47,16,8
"5.2.24","25-49 Mixed",25,45,27,0,3
"5.2.24","25-49 Other",10,79,11,0,0
"5.2.24","25-49 White",15,36,40,8,1
"5.2.24","50-64 Asian",14,44,36,6,0
"5.2.24","50-64 Black",7,27,43,20,3
"5.2.24","50-64 Mixed",41,59,0,0,0
"5.2.24","50-64 Other",1,72,26,0,0
"5.2.24","50-64 White",17,35,41,7,0
"5.2.24","65+ Asian",15,43,42,0,0
"5.2.24","65+ Black",0,57,43,0,0
"5.2.24","65+ Mixed",88,0,12,0,0
"5.2.24","65+ Other",2,0,98,0,0
"5.2.24","65+ White",14,35,44,6,1
"5.2.24","18-24 Brexit Party",18,0,82,0,0
"5.2.24","18-24 Conservatives",31,28,24,18,0
"5.2.24","18-24 Greens",13,35,52,0,0
"5.2.24","18-24 Labour",17,31,48,4,0
"5.2.24","18-24 Liberal Democrats",9,23,50,18,0
"5.2.24","18-24 Other",20,0,80,0,0
"5.2.24","18-24 SNP",0,0,81,19,0
"5.2.24","25-49 Brexit Party",44,21,32,0,4
"5.2.24","25-49 Conservatives",15,37,39,8,1
"5.2.24","25-49 Greens",13,50,28,8,2
"5.2.24","25-49 Labour",16,35,42,7,0
"5.2.24","25-49 Liberal Democrats",6,48,35,11,0
"5.2.24","25-49 Other",37,42,21,0,0
"5.2.24","25-49 SNP",29,31,27,6,6
"5.2.24","50-64 Brexit Party",37,31,30,0,2
"5.2.24","50-64 Conservatives",18,38,37,6,0
"5.2.24","50-64 Greens",15,43,34,7,2
"5.2.24","50-64 Labour",16,30,45,9,0
"5.2.24","50-64 Liberal Democrats",7,38,48,8,0
"5.2.24","50-64 Other",17,29,40,15,0
"5.2.24","50-64 SNP",13,55,25,6,0
"5.2.24","65+ Brexit Party",40,0,60,0,0
"5.2.24","65+ Conservatives",19,34,44,3,1
"5.2.24","65+ Greens",0,53,47,0,0
"5.2.24","65+ Labour",16,33,45,6,0
"5.2.24","65+ Liberal Democrats",0,32,47,18,3
"5.2.24","65+ Other",30,15,55,0,0
"5.2.24","65+ SNP",25,27,41,7,0
"5.2.24","Asian Brexit Party",66,34,0,0,0
"5.2.24","Asian Conservatives",11,54,35,0,0
"5.2.24","Asian Greens",0,0,65,35,0
"5.2.24","Asian Labour",30,36,34,1,0
"5.2.24","Asian Liberal Democrats",0,60,40,0,0
"5.2.24","Asian Other",83,0,0,17,0
"5.2.24","Asian SNP",35,0,38,27,0
"5.2.24","Black Brexit Party",13,0,54,0,33
"5.2.24","Black Conservatives",0,52,32,16,0
"5.2.24","Black Greens",0,0,72,0,28
"5.2.24","Black Labour",10,31,43,16,0
"5.2.24","Black Liberal Democrats",0,25,75,0,0
"5.2.24","Black Other",0,0,100,0,0
"5.2.24","Black SNP",0,0,59,0,41
"5.2.24","Mixed Brexit Party",69,30,0,0,1
"5.2.24","Mixed Conservatives",80,20,0,0,0
"5.2.24","Mixed Greens",0,11,89,0,0
"5.2.24","Mixed Labour",60,21,17,0,3
"5.2.24","Mixed Liberal Democrats",9,0,91,0,0
"5.2.24","Mixed Other",100,0,0,0,0
"5.2.24","Mixed SNP",77,0,23,0,0
"5.2.24","Other Brexit Party",2,34,64,0,0
"5.2.24","Other Conservatives",0,31,69,0,0
"5.2.24","Other Greens",0,54,46,0,0
"5.2.24","Other Labour",10,22,68,0,0
"5.2.24","Other Liberal Democrats",0,44,56,0,0
"5.2.24","Other Ethnicity Other Party",55,28,16,0,0
"5.2.24","Other SNP",0,48,52,0,0
"5.2.24","White Brexit Party",39,14,47,0,0
"5.2.24","White Conservatives",18,34,41,6,1
"5.2.24","White Greens",14,55,28,2,0
"5.2.24","White Labour",14,34,45,7,0
"5.2.24","White Liberal Democrats",6,40,38,16,1
"5.2.24","White Other",20,32,46,3,0
"5.2.24","White SNP",19,37,36,8,1
"2.4.24","National",16,36,41,7,1
"2.4.24","Female",15,35,42,7,1
"2.4.24","Male",17,37,39,6,0
"2.4.24","18-24",15,35,42,7,1
"2.4.24","25-49",16,36,41,7,1
"2.4.24","50-64",18,37,39,6,0
"2.4.24","65+",16,36,41,7,1
"2.4.24","Asian",19,38,36,5,0
"2.4.24","Black",9,27,51,12,1
"2.4.24","Mixed",17,37,39,6,0
"2.4.24","Other",22,39,34,5,0
"2.4.24","White",16,36,41,7,1
"2.4.24","Brexit Party",41,39,18,2,0
"2.4.24","Conservatives",16,37,40,6,0
"2.4.24","Greens",13,33,45,8,1
"2.4.24","Labour",16,36,41,7,1
"2.4.24","Liberal Democrats",11,30,48,10,1
"2.4.24","Other",16,36,41,6,1
"2.4.24","SNP",20,39,35,5,0
"2.4.24","Female 18-24",13,33,45,8,1
"2.4.24","Female 25-49",14,34,44,8,1
"2.4.24","Female 50-64",17,37,39,6,0
"2.4.24","Female 65+",15,36,42,7,1
"2.4.24","Male 18-24",17,36,40,6,1
"2.4.24","Male 25-49",18,37,39,6,0
"2.4.24","Male 50-64",18,37,39,6,0
"2.4.24","Male 65+",17,36,40,7,1
"2.4.24","Female Asian",18,38,38,6,0
"2.4.24","Female Black",8,26,52,13,1
"2.4.24","Female Mixed",16,36,41,7,1
"2.4.24","Female Other",20,39,36,5,0
"2.4.24","Female White",15,35,42,7,1
"2.4.24","Male Asian",21,39,34,5,0
"2.4.24","Male Black",10,28,50,11,1
"2.4.24","Male Mixed",18,38,38,6,0
"2.4.24","Male Other",23,40,33,4,0
"2.4.24","Male White",17,37,39,6,0
"2.4.24","Female Brexit Party",39,40,19,2,0
"2.4.24","Female Conservatives",16,36,41,7,1
"2.4.24","Female Greens",12,32,46,9,1
"2.4.24","Female Labour",15,35,42,7,1
"2.4.24","Female Liberal Democrats",10,29,50,11,1
"2.4.24","Female Other",15,35,42,7,1
"2.4.24","Female SNP",19,39,37,5,0
"2.4.24","Male Brexit Party",42,39,17,2,0
"2.4.24","Male Conservatives",17,37,39,6,0
"2.4.24","Male Greens",14,34,44,7,1
"2.4.24","Male Labour",17,38,39,6,0
"2.4.24","Male Liberal Democrats",11,31,47,9,1
"2.4.24","Male Other",17,37,40,6,0
"2.4.24","Male SNP",22,40,33,5,0
"2.4.24","18-24 Asian",18,38,38,6,0
"2.4.24","18-24 Black",8,26,52,13,1
"2.4.24","18-24 Mixed",16,36,41,7,1
"2.4.24","18-24 Other",20,39,36,5,0
"2.4.24","18-24 White",15,35,43,7,1
"2.4.24","25-49 Asian",19,38,37,5,0
"2.4.24","25-49 Black",9,26,51,12,1
"2.4.24","25-49 Mixed",17,37,40,6,0
"2.4.24","25-49 Other",21,39,35,5,0
"2.4.24","25-49 White",15,36,42,7,1
"2.4.24","50-64 Asian",22,39,34,5,0
"2.4.24","50-64 Black",10,29,50,11,1
"2.4.24","50-64 Mixed",19,38,37,5,0
"2.4.24","50-64 Other",23,40,32,4,0
"2.4.24","50-64 White",18,37,39,6,0
"2.4.24","65+ Asian",20,39,36,5,0
"2.4.24","65+ Black",9,27,51,12,1
"2.4.24","65+ Mixed",17,37,39,6,0
"2.4.24","65+ Other",22,40,34,5,0
"2.4.24","65+ White",16,36,41,7,1
"2.4.24","18-24 Brexit Party",41,39,18,2,0
"2.4.24","18-24 Conservatives",16,36,41,7,1
"2.4.24","18-24 Greens",12,32,46,9,1
"2.4.24","18-24 Labour",15,35,42,7,1
"2.4.24","18-24 Liberal Democrats",10,29,49,11,1
"2.4.24","18-24 Other",15,36,42,7,1
"2.4.24","18-24 SNP",19,39,36,5,0
"2.4.24","25-49 Brexit Party",41,39,18,2,0
"2.4.24","25-49 Conservatives",16,36,40,6,1
"2.4.24","25-49 Greens",13,33,45,8,1
"2.4.24","25-49 Labour",16,36,41,7,1
"2.4.24","25-49 Liberal Democrats",11,30,49,10,1
"2.4.24","25-49 Other",16,36,41,6,1
"2.4.24","25-49 SNP",20,39,35,5,0
"2.4.24","50-64 Brexit Party",42,39,17,2,0
"2.4.24","50-64 Conservatives",18,38,38,6,0
"2.4.24","50-64 Greens",14,35,43,7,1
"2.4.24","50-64 Labour",17,38,39,6,0
"2.4.24","50-64 Liberal Democrats",12,32,47,9,1
"2.4.24","50-64 Other",17,37,39,6,0
"2.4.24","50-64 SNP",22,40,33,4,0
"2.4.24","65+ Brexit Party",40,39,19,2,0
"2.4.24","65+ Conservatives",16,36,41,6,1
"2.4.24","65+ Greens",13,33,46,8,1
"2.4.24","65+ Labour",16,36,41,6,1
"2.4.24","65+ Liberal Democrats",10,30,49,10,1
"2.4.24","65+ Other",15,36,41,7,1
"2.4.24","65+ SNP",20,39,35,5,0
"2.4.24","Asian Brexit Party",47,37,14,1,0
"2.4.24","Asian Conservatives",20,39,35,5,0
"2.4.24","Asian Greens",16,36,41,6,1
"2.4.24","Asian Labour",19,39,36,5,0
"2.4.24","Asian Liberal Democrats",13,34,45,8,1
"2.4.24","Asian Other",20,39,36,5,0
"2.4.24","Asian SNP",24,41,31,4,0
"2.4.24","Black Brexit Party",26,41,29,4,0
"2.4.24","Black Conservatives",9,28,51,11,1
"2.4.24","Black Greens",7,23,54,15,1
"2.4.24","Black Labour",9,27,51,12,1
"2.4.24","Black Liberal Democrats",6,20,55,17,2
"2.4.24","Black Other",9,27,51,12,1
"2.4.24","Black SNP",11,32,47,9,1
"2.4.24","Mixed Brexit Party",43,39,17,2,0
"2.4.24","Mixed Conservatives",17,38,39,6,0
"2.4.24","Mixed Greens",14,34,44,8,1
"2.4.24","Mixed Labour",17,37,39,6,0
"2.4.24","Mixed Liberal Democrats",11,31,47,9,1
"2.4.24","Mixed Other",17,37,39,6,0
"2.4.24","Mixed SNP",22,40,34,4,0
"2.4.24","Other Brexit Party",50,36,13,1,0
"2.4.24","Other Conservatives",22,40,33,4,0
"2.4.24","Other Greens",17,38,39,6,0
"2.4.24","Other Labour",21,40,34,5,0
"2.4.24","Other Liberal Democrats",15,35,43,7,1
"2.4.24","Other Other",21,40,34,5,0
"2.4.24","Other SNP",27,41,28,3,0
"2.4.24","White Brexit Party",41,39,18,2,0
"2.4.24","White Conservatives",16,37,40,6,0
"2.4.24","White Greens",13,33,45,8,1
"2.4.24","White Labour",16,36,41,6,1
"2.4.24","White Liberal Democrats",11,30,49,10,1
"2.4.24","White Other",16,37,41,6,0
"2.4.24","White SNP",20,39,35,5,0
"15.4.24","National",16,36,40,8,0
"15.4.24","Female",15,35,42,8,0
"15.4.24","Male",17,37,39,7,0
"15.4.24","18-24",15,35,41,8,0
"15.4.24","25-49",16,36,40,8,0
"15.4.24","50-64",17,37,39,7,0
"15.4.24","65+",15,35,41,8,0
"15.4.24","Asian",15,35,41,8,0
"15.4.24","Black",12,32,45,10,0
"15.4.24","Mixed",17,37,39,7,0
"15.4.24","Other",17,37,39,7,0
"15.4.24","White",16,36,40,8,0
"15.4.24","Brexit Party",43,39,16,2,0
"15.4.24","Conservatives",17,37,39,7,0
"15.4.24","Greens",15,36,41,8,0
"15.4.24","Labour",15,36,41,8,0
"15.4.24","Liberal Democrats",10,30,48,12,0
"15.4.24","Other",14,35,43,9,0
"15.4.24","SNP",15,36,41,8,0
"15.4.24","Female 18-24",11,31,46,11,0
"15.4.24","Female 25-49",15,35,42,8,0
"15.4.24","Female 50-64",17,37,39,7,0
"15.4.24","Female 65+",14,35,42,9,0
"15.4.24","Male 18-24",19,39,36,6,0
"15.4.24","Male 25-49",17,37,39,7,0
"15.4.24","Male 50-64",17,36,39,7,0
"15.4.24","Male 65+",16,36,40,8,0
"15.4.24","Female Asian",14,34,43,9,0
"15.4.24","Female Black",11,31,47,11,0
"15.4.24","Female Mixed",16,36,40,8,0
"15.4.24","Female Other",15,36,41,8,0
"15.4.24","Female White",15,35,41,8,0
"15.4.24","Male Asian",16,36,39,8,0
"15.4.24","Male Black",13,33,44,10,0
"15.4.24","Male Mixed",18,38,37,7,0
"15.4.24","Male Other",18,37,38,7,0
"15.4.24","Male White",17,37,39,7,0
"15.4.24","Female Brexit Party",42,39,17,2,0
"15.4.24","Female Conservatives",16,37,40,7,0
"15.4.24","Female Greens",14,35,42,9,0
"15.4.24","Female Labour",14,35,43,9,0
"15.4.24","Female Liberal Democrats",10,29,49,13,0
"15.4.24","Female Other",13,33,44,10,0
"15.4.24","Female SNP",14,35,42,9,0
"15.4.24","Male Brexit Party",44,38,16,2,0
"15.4.24","Male Conservatives",17,38,38,7,0
"15.4.24","Male Greens",16,37,39,7,0
"15.4.24","Male Labour",16,37,39,7,0
"15.4.24","Male Liberal Democrats",11,31,47,11,0
"15.4.24","Male Other",14,35,42,8,0
"15.4.24","Male SNP",16,37,40,7,0
"15.4.24","18-24 Asian",15,35,41,9,0
"15.4.24","18-24 Black",12,31,46,11,0
"15.4.24","18-24 Mixed",17,37,38,7,0
"15.4.24","18-24 Other",16,36,40,8,0
"15.4.24","18-24 White",16,35,41,8,0
"15.4.24","25-49 Asian",15,35,41,8,0
"15.4.24","25-49 Black",12,32,45,10,0
"15.4.24","25-49 Mixed",17,37,38,7,0
"15.4.24","25-49 Other",17,37,39,7,0
"15.4.24","25-49 White",16,36,40,8,0
"15.4.24","50-64 Asian",16,36,40,8,0
"15.4.24","50-64 Black",13,33,44,10,0
"15.4.24","50-64 Mixed",18,38,37,7,0
"15.4.24","50-64 Other",18,37,38,7,0
"15.4.24","50-64 White",17,37,39,7,0
"15.4.24","65+ Asian",14,35,42,9,0
"15.4.24","65+ Black",12,32,45,11,0
"15.4.24","65+ Mixed",17,37,39,7,0
"15.4.24","65+ Other",17,37,39,7,0
"15.4.24","65+ White",15,35,41,8,0
"15.4.24","18-24 Brexit Party",50,36,13,2,0
"15.4.24","18-24 Conservatives",18,38,37,7,0
"15.4.24","18-24 Greens",15,35,41,8,0
"15.4.24","18-24 Labour",14,35,42,9,0
"15.4.24","18-24 Liberal Democrats",11,30,47,12,0
"15.4.24","18-24 Other",15,35,41,8,0
"15.4.24","18-24 SNP",16,36,40,8,0
"15.4.24","25-49 Brexit Party",44,38,16,2,0
"15.4.24","25-49 Conservatives",17,38,38,7,0
"15.4.24","25-49 Greens",15,36,41,8,0
"15.4.24","25-49 Labour",15,36,41,8,0
"15.4.24","25-49 Liberal Democrats",10,30,47,11,0
"15.4.24","25-49 Other",14,35,42,8,0
"15.4.24","25-49 SNP",15,36,41,8,0
"15.4.24","50-64 Brexit Party",44,38,16,2,0
"15.4.24","50-64 Conservatives",17,38,38,7,0
"15.4.24","50-64 Greens",15,36,40,8,0
"15.4.24","50-64 Labour",15,36,40,8,0
"15.4.24","50-64 Liberal Democrats",11,31,47,11,0
"15.4.24","50-64 Other",14,35,42,8,0
"15.4.24","50-64 SNP",15,36,40,8,0
"15.4.24","65+ Brexit Party",41,39,18,2,0
"15.4.24","65+ Conservatives",16,37,40,8,0
"15.4.24","65+ Greens",14,34,43,9,0
"15.4.24","65+ Labour",14,35,43,9,0
"15.4.24","65+ Liberal Democrats",9,29,49,13,0
"15.4.24","65+ Other",13,33,44,10,0
"15.4.24","65+ SNP",14,35,43,9,0
"15.4.24","Asian Brexit Party",43,39,16,2,0
"15.4.24","Asian Conservatives",16,37,39,7,0
"15.4.24","Asian Greens",15,35,42,8,0
"15.4.24","Asian Labour",14,35,42,8,0
"15.4.24","Asian Liberal Democrats",10,29,48,12,0
"15.4.24","Asian Other",13,34,43,9,0
"15.4.24","Asian SNP",15,36,41,8,0
"15.4.24","Black Brexit Party",36,41,21,3,0
"15.4.24","Black Conservatives",13,34,44,9,0
"15.4.24","Black Greens",11,32,46,11,0
"15.4.24","Black Labour",11,32,46,11,0
"15.4.24","Black Liberal Democrats",8,25,51,15,0
"15.4.24","Black Other",10,30,47,11,0
"15.4.24","Black SNP",12,32,46,10,0
"15.4.24","Mixed Brexit Party",45,38,15,2,0
"15.4.24","Mixed Conservatives",18,38,37,6,0
"15.4.24","Mixed Greens",16,37,39,7,0
"15.4.24","Mixed Labour",16,37,39,7,0
"15.4.24","Mixed Liberal Democrats",11,31,46,11,0
"15.4.24","Mixed Other",15,36,41,8,0
"15.4.24","Mixed SNP",17,37,39,7,0
"15.4.24","Other Brexit Party",45,38,15,2,0
"15.4.24","Other Conservatives",18,38,37,7,0
"15.4.24","Other Greens",16,37,40,7,0
"15.4.24","Other Labour",16,37,40,8,0
"15.4.24","Other Liberal Democrats",11,31,47,11,0
"15.4.24","Other Other",14,35,42,8,0
"15.4.24","Other SNP",16,37,40,7,0
"15.4.24","White Brexit Party",43,38,16,2,0
"15.4.24","White Conservatives",17,38,38,7,0
"15.4.24","White Greens",15,36,41,8,0
"15.4.24","White Labour",15,36,41,8,0
"15.4.24","White Liberal Democrats",10,30,48,12,0
"15.4.24","White Other",14,35,43,9,0
"15.4.24","White SNP",15,36,41,8,0
"15.4.24","National",16,36,40,8,0
"15.4.24","Female",15,35,42,8,0
"15.4.24","Male",17,37,39,7,0
"15.4.24","18-24",15,35,41,8,0
"15.4.24","25-49",16,36,40,8,0
"15.4.24","50-64",17,37,39,7,0
"15.4.24","65+",15,35,41,8,0
"15.4.24","Asian",15,35,41,8,0
"15.4.24","Black",12,32,45,10,0
"15.4.24","Mixed",17,37,39,7,0
"15.4.24","Other",17,37,39,7,0
"15.4.24","White",16,36,40,8,0
"15.4.24","Brexit Party",43,39,16,2,0
"15.4.24","Conservatives",17,37,39,7,0
"15.4.24","Greens",15,36,41,8,0
"15.4.24","Labour",15,36,41,8,0
"15.4.24","Liberal Democrats",10,30,48,12,0
"15.4.24","Other",14,35,43,9,0
"15.4.24","SNP",15,36,41,8,0
"15.4.24","Female 18-24",11,31,46,11,0
"15.4.24","Female 25-49",15,35,42,8,0
"15.4.24","Female 50-64",17,37,39,7,0
"15.4.24","Female 65+",14,35,42,9,0
"15.4.24","Male 18-24",19,39,36,6,0
"15.4.24","Male 25-49",17,37,39,7,0
"15.4.24","Male 50-64",17,36,39,7,0
"15.4.24","Male 65+",16,36,40,8,0
"15.4.24","Female Asian",14,34,43,9,0
"15.4.24","Female Black",11,31,47,11,0
"15.4.24","Female Mixed",16,36,40,8,0
"15.4.24","Female Other",15,36,41,8,0
"15.4.24","Female White",15,35,41,8,0
"15.4.24","Male Asian",16,36,39,8,0
"15.4.24","Male Black",13,33,44,10,0
"15.4.24","Male Mixed",18,38,37,7,0
"15.4.24","Male Other",18,37,38,7,0
"15.4.24","Male White",17,37,39,7,0
"15.4.24","Female Brexit Party",42,39,17,2,0
"15.4.24","Female Conservatives",16,37,40,7,0
"15.4.24","Female Greens",14,35,42,9,0
"15.4.24","Female Labour",14,35,43,9,0
"15.4.24","Female Liberal Democrats",10,29,49,13,0
"15.4.24","Female Other",13,33,44,10,0
"15.4.24","Female SNP",14,35,42,9,0
"15.4.24","Male Brexit Party",44,38,16,2,0
"15.4.24","Male Conservatives",17,38,38,7,0
"15.4.24","Male Greens",16,37,39,7,0
"15.4.24","Male Labour",16,37,39,7,0
"15.4.24","Male Liberal Democrats",11,31,47,11,0
"15.4.24","Male Other",14,35,42,8,0
"15.4.24","Male SNP",16,37,40,7,0
"15.4.24","18-24 Asian",15,35,41,9,0
"15.4.24","18-24 Black",12,31,46,11,0
"15.4.24","18-24 Mixed",17,37,38,7,0
"15.4.24","18-24 Other",16,36,40,8,0
"15.4.24","18-24 White",16,35,41,8,0
"15.4.24","25-49 Asian",15,35,41,8,0
"15.4.24","25-49 Black",12,32,45,10,0
"15.4.24","25-49 Mixed",17,37,38,7,0
"15.4.24","25-49 Other",17,37,39,7,0
"15.4.24","25-49 White",16,36,40,8,0
"15.4.24","50-64 Asian",16,36,40,8,0
"15.4.24","50-64 Black",13,33,44,10,0
"15.4.24","50-64 Mixed",18,38,37,7,0
"15.4.24","50-64 Other",18,37,38,7,0
"15.4.24","50-64 White",17,37,39,7,0
"15.4.24","65+ Asian",14,35,42,9,0
"15.4.24","65+ Black",12,32,45,11,0
"15.4.24","65+ Mixed",17,37,39,7,0
"15.4.24","65+ Other",17,37,39,7,0
"15.4.24","65+ White",15,35,41,8,0
"15.4.24","18-24 Brexit Party",50,36,13,2,0
"15.4.24","18-24 Conservatives",18,38,37,7,0
"15.4.24","18-24 Greens",15,35,41,8,0
"15.4.24","18-24 Labour",14,35,42,9,0
"15.4.24","18-24 Liberal Democrats",11,30,47,12,0
"15.4.24","18-24 Other",15,35,41,8,0
"15.4.24","18-24 SNP",16,36,40,8,0
"15.4.24","25-49 Brexit Party",44,38,16,2,0
"15.4.24","25-49 Conservatives",17,38,38,7,0
"15.4.24","25-49 Greens",15,36,41,8,0
"15.4.24","25-49 Labour",15,36,41,8,0
"15.4.24","25-49 Liberal Democrats",10,30,47,11,0
"15.4.24","25-49 Other",14,35,42,8,0
"15.4.24","25-49 SNP",15,36,41,8,0
"15.4.24","50-64 Brexit Party",44,38,16,2,0
"15.4.24","50-64 Conservatives",17,38,38,7,0
"15.4.24","50-64 Greens",15,36,40,8,0
"15.4.24","50-64 Labour",15,36,40,8,0
"15.4.24","50-64 Liberal Democrats",11,31,47,11,0
"15.4.24","50-64 Other",14,35,42,8,0
"15.4.24","50-64 SNP",15,36,40,8,0
"15.4.24","65+ Brexit Party",41,39,18,2,0
"15.4.24","65+ Conservatives",16,37,40,8,0
"15.4.24","65+ Greens",14,34,43,9,0
"15.4.24","65+ Labour",14,35,43,9,0
"15.4.24","65+ Liberal Democrats",9,29,49,13,0
"15.4.24","65+ Other",13,33,44,10,0
"15.4.24","65+ SNP",14,35,43,9,0
"15.4.24","Asian Brexit Party",43,39,16,2,0
"15.4.24","Asian Conservatives",16,37,39,7,0
"15.4.24","Asian Greens",15,35,42,8,0
"15.4.24","Asian Labour",14,35,42,8,0
"15.4.24","Asian Liberal Democrats",10,29,48,12,0
"15.4.24","Asian Other",13,34,43,9,0
"15.4.24","Asian SNP",15,36,41,8,0
"15.4.24","Black Brexit Party",36,41,21,3,0
"15.4.24","Black Conservatives",13,34,44,9,0
"15.4.24","Black Greens",11,32,46,11,0
"15.4.24","Black Labour",11,32,46,11,0
"15.4.24","Black Liberal Democrats",8,25,51,15,0
"15.4.24","Black Other",10,30,47,11,0
"15.4.24","Black SNP",12,32,46,10,0
"15.4.24","Mixed Brexit Party",45,38,15,2,0
"15.4.24","Mixed Conservatives",18,38,37,6,0
"15.4.24","Mixed Greens",16,37,39,7,0
"15.4.24","Mixed Labour",16,37,39,7,0
"15.4.24","Mixed Liberal Democrats",11,31,46,11,0
"15.4.24","Mixed Other",15,36,41,8,0
"15.4.24","Mixed SNP",17,37,39,7,0
"15.4.24","Other Brexit Party",45,38,15,2,0
"15.4.24","Other Conservatives",18,38,37,7,0
"15.4.24","Other Greens",16,37,40,7,0
"15.4.24","Other Labour",16,37,40,8,0
"15.4.24","Other Liberal Democrats",11,31,47,11,0
"15.4.24","Other Other",14,35,42,8,0
"15.4.24","Other SNP",16,37,40,7,0
"15.4.24","White Brexit Party",43,38,16,2,0
"15.4.24","White Conservatives",17,38,38,7,0
"15.4.24","White Greens",15,36,41,8,0
"15.4.24","White Labour",15,36,41,8,0
"15.4.24","White Liberal Democrats",10,30,48,12,0
"15.4.24","White Other",14,35,43,9,0
"15.4.24","White SNP",15,36,41,8,0
"29.4.24","National",16,35,41,7,0
"29.4.24","Female",16,35,42,7,0
"29.4.24","Male",17,36,40,7,0
"29.4.24","18-24",14,33,44,9,0
"29.4.24","25-49",16,35,41,7,0
"29.4.24","50-64",18,36,39,6,0
"29.4.24","65+",17,36,40,7,0
"29.4.24","Asian",19,38,37,6,0
"29.4.24","Black",17,36,40,7,0
"29.4.24","Mixed",21,38,35,5,0
"29.4.24","Other",12,31,46,10,1
"29.4.24","White",16,35,41,7,0
"29.4.24","Brexit Party",59,30,10,1,0
"29.4.24","Conservatives",17,37,39,6,0
"29.4.24","Greens",17,37,39,6,0
"29.4.24","Labour",15,35,42,7,0
"29.4.24","Liberal Democrats",9,28,51,12,1
"29.4.24","Other",20,39,35,5,0
"29.4.24","SNP",17,38,39,6,0
"29.4.24","Female 18-24",10,29,49,11,1
"29.4.24","Female 25-49",15,35,42,7,0
"29.4.24","Female 50-64",18,37,39,6,0
"29.4.24","Female 65+",16,35,41,7,0
"29.4.24","Male 18-24",18,37,39,6,0
"29.4.24","Male 25-49",16,36,41,7,0
"29.4.24","Male 50-64",18,36,39,7,0
"29.4.24","Male 65+",18,36,39,6,0
"29.4.24","Female Asian",18,37,38,6,0
"29.4.24","Female Black",16,35,41,7,0
"29.4.24","Female Mixed",20,38,37,6,0
"29.4.24","Female Other",11,30,48,11,1
"29.4.24","Female White",15,35,42,8,0
"29.4.24","Male Asian",20,38,36,5,0
"29.4.24","Male Black",18,37,39,6,0
"29.4.24","Male Mixed",22,39,33,5,0
"29.4.24","Male Other",13,32,45,9,0
"29.4.24","Male White",17,36,40,7,0
"29.4.24","Female Brexit Party",59,30,10,1,0
"29.4.24","Female Conservatives",17,37,40,6,0
"29.4.24","Female Greens",17,37,40,6,0
"29.4.24","Female Labour",14,35,43,8,0
"29.4.24","Female Liberal Democrats",9,27,51,12,1
"29.4.24","Female Other",20,39,36,5,0
"29.4.24","Female SNP",17,37,40,6,0
"29.4.24","Male Brexit Party",60,30,9,1,0
"29.4.24","Male Conservatives",18,38,38,6,0
"29.4.24","Male Greens",18,38,38,6,0
"29.4.24","Male Labour",16,36,41,7,0
"29.4.24","Male Liberal Democrats",10,28,50,11,1
"29.4.24","Male Other",21,40,34,5,0
"29.4.24","Male SNP",18,38,38,6,0
"29.4.24","18-24 Asian",17,36,40,7,0
"29.4.24","18-24 Black",14,33,44,8,0
"29.4.24","18-24 Mixed",18,37,38,6,0
"29.4.24","18-24 Other",10,28,49,12,1
"29.4.24","18-24 White",13,32,45,9,0
"29.4.24","25-49 Asian",19,38,37,6,0
"29.4.24","25-49 Black",16,36,41,7,0
"29.4.24","25-49 Mixed",20,39,36,5,0
"29.4.24","25-49 Other",12,31,47,10,1
"29.4.24","25-49 White",15,35,42,7,0
"29.4.24","50-64 Asian",21,38,35,5,0
"29.4.24","50-64 Black",19,37,38,6,0
"29.4.24","50-64 Mixed",23,39,33,5,0
"29.4.24","50-64 Other",13,32,45,9,0
"29.4.24","50-64 White",18,36,39,7,0
"29.4.24","65+ Asian",20,38,36,5,0
"29.4.24","65+ Black",18,37,39,6,0
"29.4.24","65+ Mixed",22,39,34,5,0
"29.4.24","65+ Other",13,32,46,9,0
"29.4.24","65+ White",17,36,41,7,0
"29.4.24","18-24 Brexit Party",62,29,9,1,0
"29.4.24","18-24 Conservatives",16,36,40,7,0
"29.4.24","18-24 Greens",16,35,41,7,0
"29.4.24","18-24 Labour",13,33,45,9,0
"29.4.24","18-24 Liberal Democrats",8,26,52,14,1
"29.4.24","18-24 Other",20,38,36,6,0
"29.4.24","18-24 SNP",16,36,41,7,0
"29.4.24","25-49 Brexit Party",59,30,10,1,0
"29.4.24","25-49 Conservatives",17,37,39,6,0
"29.4.24","25-49 Greens",18,38,38,6,0
"29.4.24","25-49 Labour",15,36,42,7,0
