"Date","Demographic.Level","Never","Rarely","Sometimes","Very.often","Always"
"5.2.24","Female Liberal Democrats",48,33,12,4,3
"5.2.24","Female Other",66,14,8,5,7
"5.2.24","Female SNP",47,27,20,5,1
"5.2.24","Male Brexit Party",68,9,9,11,3
"5.2.24","Male Conservatives",45,28,17,6,3
"5.2.24","Male Greens",36,31,13,20,0
"5.2.24","Male Labour",37,30,22,8,3
"5.2.24","Male Liberal Democrats",40,37,13,10,0
"5.2.24","Male Other",48,24,17,6,5
"5.2.24","Male SNP",48,34,13,4,1
"5.2.24","18-24 Asian",16,33,32,9,9
"5.2.24","18-24 Black",6,0,11,16,67
"5.2.24","18-24 Mixed",2,65,33,1,0
"5.2.24","18-24 Other",43,22,2,27,6
"5.2.24","18-24 White",42,23,21,8,5
"5.2.24","25-49 Asian",23,29,31,15,2
"5.2.24","25-49 Black",4,23,28,17,27
"5.2.24","25-49 Mixed",30,36,33,1,0
"5.2.24","25-49 Other",22,34,5,33,5
"5.2.24","25-49 White",37,30,21,10,2
"5.2.24","50-64 Asian",24,39,30,5,3
"5.2.24","50-64 Black",4,42,11,14,29
"5.2.24","50-64 Mixed",55,42,2,1,0
"5.2.24","50-64 Other",0,78,0,22,0
"5.2.24","50-64 White",52,29,14,5,0
"5.2.24","65+ Asian",45,11,44,0,0
"5.2.24","65+ Black",23,77,0,0,0
"5.2.24","65+ Mixed",89,11,0,0,0
"5.2.24","65+ Other",70,14,0,16,0
"5.2.24","65+ White",66,22,8,4,0
"5.2.24","18-24 Brexit Party",63,3,28,0,6
"5.2.24","18-24 Conservatives",7,43,28,12,12
"5.2.24","18-24 Greens",0,14,42,32,12
"5.2.24","18-24 Labour",42,19,21,9,9
"5.2.24","18-24 Liberal Democrats",50,26,9,7,8
"5.2.24","18-24 Other",21,0,73,0,6
"5.2.24","18-24 SNP",63,31,0,0,6
"5.2.24","25-49 Brexit Party",96,0,0,0,4
"5.2.24","25-49 Conservatives",29,27,23,15,5
"5.2.24","25-49 Greens",50,31,7,6,6
"5.2.24","25-49 Labour",34,30,25,8,2
"5.2.24","25-49 Liberal Democrats",27,42,17,13,1
"5.2.24","25-49 Other",44,12,11,17,15
"5.2.24","25-49 SNP",41,24,26,9,0
"5.2.24","50-64 Brexit Party",55,28,14,0,3
"5.2.24","50-64 Conservatives",49,30,13,6,2
"5.2.24","50-64 Greens",49,24,12,15,0
"5.2.24","50-64 Labour",45,30,17,5,2
"5.2.24","50-64 Liberal Democrats",46,39,15,0,0
"5.2.24","50-64 Other",50,36,13,0,0
"5.2.24","50-64 SNP",47,30,20,3,0
"5.2.24","65+ Brexit Party",66,13,0,21,0
"5.2.24","65+ Conservatives",62,24,10,4,0
"5.2.24","65+ Greens",76,12,0,12,0
"5.2.24","65+ Labour",69,23,6,2,0
"5.2.24","65+ Liberal Democrats",67,24,4,5,0
"5.2.24","65+ Other",78,22,0,0,0
"5.2.24","65+ SNP",51,49,0,0,0
"5.2.24","Asian Brexit Party",100,0,0,0,0
"5.2.24","Asian Conservatives",12,26,41,17,4
"5.2.24","Asian Greens",77,0,0,23,0
"5.2.24","Asian Labour",23,26,39,8,4
"5.2.24","Asian Liberal Democrats",35,65,0,0,0
"5.2.24","Asian Other",100,0,0,0,0
"5.2.24","Asian SNP",33,30,37,0,0
"5.2.24","Black Brexit Party",50,2,0,0,48
"5.2.24","Black Conservatives",0,70,0,7,23
"5.2.24","Black Greens",20,0,0,49,32
"5.2.24","Black Labour",15,18,30,11,27
"5.2.24","Black Liberal Democrats",46,8,26,20,0
"5.2.24","Black Other",0,63,0,0,37
"5.2.24","Black SNP",0,81,0,0,19
"5.2.24","Mixed Brexit Party",92,0,8,0,0
"5.2.24","Mixed Conservatives",81,12,6,0,0
"5.2.24","Mixed Greens",22,0,45,33,0
"5.2.24","Mixed Labour",41,32,27,0,0
"5.2.24","Mixed Liberal Democrats",0,100,0,0,0
"5.2.24","Mixed Other",100,0,0,0,0
"5.2.24","Mixed SNP",42,23,34,0,0
"5.2.24","Other Brexit Party",85,15,0,0,0
"5.2.24","Other Conservatives",48,6,0,45,0
"5.2.24","Other Greens",67,15,4,15,0
"5.2.24","Other Labour",57,29,6,1,8
"5.2.24","Other Liberal Democrats",0,100,0,0,0
"5.2.24","Other Ethnicity Other Party",87,12,0,0,0
"5.2.24","Other SNP",0,100,0,0,0
"5.2.24","White Brexit Party",67,16,7,9,0
"5.2.24","White Conservatives",51,26,16,6,1
"5.2.24","White Greens",45,29,13,9,4
"5.2.24","White Labour",46,28,18,7,1
"5.2.24","White Liberal Democrats",48,28,14,8,2
"5.2.24","White Other",51,21,17,7,5
"5.2.24","White SNP",54,25,15,6,0
"2.4.24","National",44,26,20,9,2
"2.4.24","Female",47,25,18,7,2
"2.4.24","Male",41,26,21,10,3
"2.4.24","18-24",30,27,26,13,4
"2.4.24","25-49",32,28,25,12,3
"2.4.24","50-64",44,28,19,8,2
"2.4.24","65+",64,21,11,4,1
"2.4.24","Asian",29,27,27,14,4
"2.4.24","Black",24,24,28,17,6
"2.4.24","Mixed",37,26,23,11,3
"2.4.24","Other",48,25,18,7,2
"2.4.24","White",47,26,18,7,2
"2.4.24","Brexit Party",53,24,16,6,2
"2.4.24","Conservatives",46,25,19,8,2
"2.4.24","Greens",53,24,15,6,2
"2.4.24","Labour",40,27,21,9,3
"2.4.24","Liberal Democrats",40,26,21,10,3
"2.4.24","Other",49,25,17,7,2
"2.4.24","SNP",50,25,17,6,2
"2.4.24","Female 18-24",35,28,24,11,3
"2.4.24","Female 25-49",36,28,23,10,3
"2.4.24","Female 50-64",45,27,19,7,2
"2.4.24","Female 65+",68,19,9,3,1
"2.4.24","Male 18-24",26,27,28,15,5
"2.4.24","Male 25-49",29,28,27,13,4
"2.4.24","Male 50-64",43,28,20,8,2
"2.4.24","Male 65+",60,22,12,4,1
"2.4.24","Female Asian",32,27,25,12,3
"2.4.24","Female Black",24,24,29,17,6
"2.4.24","Female Mixed",40,26,21,10,3
"2.4.24","Female Other",47,26,18,7,2
"2.4.24","Female White",50,25,17,6,2
"2.4.24","Male Asian",26,26,28,15,5
"2.4.24","Male Black",25,24,28,17,6
"2.4.24","Male Mixed",34,26,24,13,4
"2.4.24","Male Other",48,25,18,7,2
"2.4.24","Male White",43,26,20,8,2
"2.4.24","Female Brexit Party",58,22,13,5,1
"2.4.24","Female Conservatives",49,25,17,7,2
"2.4.24","Female Greens",57,23,14,5,1
"2.4.24","Female Labour",43,27,20,8,2
"2.4.24","Female Liberal Democrats",44,26,20,8,2
"2.4.24","Female Other",56,23,14,6,1
"2.4.24","Female SNP",53,25,15,6,1
"2.4.24","Male Brexit Party",50,25,17,7,2
"2.4.24","Male Conservatives",42,26,20,9,3
"2.4.24","Male Greens",48,26,17,7,2
"2.4.24","Male Labour",36,27,23,11,3
"2.4.24","Male Liberal Democrats",37,26,23,11,3
"2.4.24","Male Other",45,26,19,8,2
"2.4.24","Male SNP",47,25,18,7,2
"2.4.24","18-24 Asian",23,26,30,17,5
"2.4.24","18-24 Black",13,20,32,25,9
"2.4.24","18-24 Mixed",20,24,31,19,6
"2.4.24","18-24 Other",30,28,26,12,4
"2.4.24","18-24 White",34,28,24,11,3
"2.4.24","25-49 Asian",24,27,29,15,5
"2.4.24","25-49 Black",14,21,32,24,9
"2.4.24","25-49 Mixed",21,25,30,17,5
"2.4.24","25-49 Other",31,28,26,12,3
"2.4.24","25-49 White",35,29,24,10,3
"2.4.24","50-64 Asian",33,29,24,11,3
"2.4.24","50-64 Black",21,25,31,18,6
"2.4.24","50-64 Mixed",30,28,26,12,4
"2.4.24","50-64 Other",42,28,20,8,2
"2.4.24","50-64 White",46,28,18,7,2
"2.4.24","65+ Asian",56,25,14,5,1
"2.4.24","65+ Black",38,29,22,9,2
"2.4.24","65+ Mixed",51,26,16,6,1
"2.4.24","65+ Other",62,22,11,4,1
"2.4.24","65+ White",68,19,9,3,1
"2.4.24","18-24 Brexit Party",30,28,26,12,4
"2.4.24","18-24 Conservatives",26,27,28,15,5
"2.4.24","18-24 Greens",41,28,20,8,2
"2.4.24","18-24 Labour",31,28,25,12,4
"2.4.24","18-24 Liberal Democrats",27,27,28,15,4
"2.4.24","18-24 Other",31,28,25,12,4
"2.4.24","18-24 SNP",39,28,22,9,3
"2.4.24","25-49 Brexit Party",37,28,22,10,3
"2.4.24","25-49 Conservatives",29,28,26,13,4
"2.4.24","25-49 Greens",45,27,19,7,2
"2.4.24","25-49 Labour",33,28,24,11,3
"2.4.24","25-49 Liberal Democrats",29,28,26,13,4
"2.4.24","25-49 Other",35,28,24,11,3
"2.4.24","25-49 SNP",43,28,20,8,2
"2.4.24","50-64 Brexit Party",51,26,16,6,2
"2.4.24","50-64 Conservatives",41,28,20,8,2
"2.4.24","50-64 Greens",58,24,13,4,1
"2.4.24","50-64 Labour",45,27,18,7,2
"2.4.24","50-64 Liberal Democrats",41,28,20,8,2
"2.4.24","50-64 Other",48,27,17,6,2
"2.4.24","50-64 SNP",56,24,14,5,1
"2.4.24","65+ Brexit Party",70,18,8,3,1
"2.4.24","65+ Conservatives",63,21,11,4,1
"2.4.24","65+ Greens",77,14,6,2,0
"2.4.24","65+ Labour",67,20,10,3,1
"2.4.24","65+ Liberal Democrats",63,21,11,4,1
"2.4.24","65+ Other",69,19,9,3,1
"2.4.24","65+ SNP",74,16,7,2,1
"2.4.24","Asian Brexit Party",37,27,23,10,3
"2.4.24","Asian Conservatives",30,26,26,14,4
"2.4.24","Asian Greens",39,28,22,9,2
"2.4.24","Asian Labour",27,27,27,14,4
"2.4.24","Asian Liberal Democrats",26,26,28,15,5
"2.4.24","Asian Other",33,27,25,12,3
"2.4.24","Asian SNP",36,28,23,10,3
"2.4.24","Black Brexit Party",32,26,25,13,4
"2.4.24","Black Conservatives",26,25,27,16,5
"2.4.24","Black Greens",30,26,26,14,4
"2.4.24","Black Labour",20,23,30,20,7
"2.4.24","Black Liberal Democrats",22,23,29,19,7
"2.4.24","Black Other",29,25,26,15,5
"2.4.24","Black SNP",29,26,26,14,4
"2.4.24","Mixed Brexit Party",47,25,18,8,2
"2.4.24","Mixed Conservatives",40,26,21,10,3
"2.4.24","Mixed Greens",43,26,20,9,2
"2.4.24","Mixed Labour",31,26,26,13,4
"2.4.24","Mixed Liberal Democrats",34,26,24,13,4
"2.4.24","Mixed Other",43,25,20,9,3
"2.4.24","Mixed SNP",41,26,21,9,3
"2.4.24","Other Brexit Party",58,22,13,5,1
"2.4.24","Other Conservatives",50,25,16,7,2
"2.4.24","Other Greens",54,24,15,6,1
"2.4.24","Other Labour",42,26,21,9,2
"2.4.24","Other Liberal Democrats",44,26,19,8,2
"2.4.24","Other Other",53,24,15,6,2
"2.4.24","Other SNP",54,24,15,6,2
"2.4.24","White Brexit Party",55,24,14,5,1
"2.4.24","White Conservatives",48,25,17,7,2
"2.4.24","White Greens",56,24,14,5,1
"2.4.24","White Labour",43,27,20,8,2
"2.4.24","White Liberal Democrats",43,26,20,8,2
"2.4.24","White Other",52,24,16,6,2
"2.4.24","White SNP",53,25,15,6,1
"15.4.24","National",44,25,21,8,2
"15.4.24","Female",48,25,19,6,1
"15.4.24","Male",40,25,23,9,2
"15.4.24","18-24",30,26,28,12,3
"15.4.24","25-49",35,27,26,10,2
"15.4.24","50-64",45,26,20,7,2
"15.4.24","65+",61,22,13,4,1
"15.4.24","Asian",25,25,31,15,4
"15.4.24","Black",26,25,30,15,4
"15.4.24","Mixed",49,24,19,6,2
"15.4.24","Other",50,24,18,6,1
"15.4.24","White",47,25,20,7,2
"15.4.24","Brexit Party",58,22,15,5,1
"15.4.24","Conservatives",45,25,21,8,2
"15.4.24","Greens",42,26,22,8,2
"15.4.24","Labour",41,26,23,8,2
"15.4.24","Liberal Democrats",48,24,19,7,2
"15.4.24","Other",51,24,18,6,1
"15.4.24","SNP",39,26,24,9,2
"15.4.24","Female 18-24",34,27,26,10,2
"15.4.24","Female 25-49",41,27,22,8,2
"15.4.24","Female 50-64",48,26,19,6,1
"15.4.24","Female 65+",64,21,12,3,1
"15.4.24","Male 18-24",26,26,31,14,4
"15.4.24","Male 25-49",29,27,29,12,3
"15.4.24","Male 50-64",42,27,22,7,2
"15.4.24","Male 65+",59,22,14,4,1
"15.4.24","Female Asian",29,26,29,12,3
"15.4.24","Female Black",27,26,30,14,4
"15.4.24","Female Mixed",53,24,17,5,1
"15.4.24","Female Other",50,25,18,6,1
"15.4.24","Female White",51,25,17,5,1
"15.4.24","Male Asian",21,23,33,18,5
"15.4.24","Male Black",26,24,30,15,4
"15.4.24","Male Mixed",45,25,21,8,2
"15.4.24","Male Other",50,24,18,6,1
"15.4.24","Male White",42,26,22,8,2
"15.4.24","Female Brexit Party",65,20,12,3,1
"15.4.24","Female Conservatives",49,25,19,6,1
"15.4.24","Female Greens",48,25,19,6,2
"15.4.24","Female Labour",45,26,20,7,2
"15.4.24","Female Liberal Democrats",53,24,17,5,1
"15.4.24","Female Other",59,22,14,4,1
"15.4.24","Female SNP",44,26,21,7,2
"15.4.24","Male Brexit Party",54,23,16,5,1
"15.4.24","Male Conservatives",41,25,23,9,2
"15.4.24","Male Greens",36,26,25,10,2
"15.4.24","Male Labour",36,26,25,10,3
"15.4.24","Male Liberal Democrats",44,25,21,8,2
"15.4.24","Male Other",47,25,20,7,2
"15.4.24","Male SNP",35,26,26,11,3
"15.4.24","18-24 Asian",18,22,35,19,5
"15.4.24","18-24 Black",15,21,36,22,7
"15.4.24","18-24 Mixed",30,27,28,11,3
"15.4.24","18-24 Other",32,27,27,11,3
"15.4.24","18-24 White",33,27,27,10,2
"15.4.24","25-49 Asian",22,24,33,17,4
"15.4.24","25-49 Black",18,23,34,19,5
"15.4.24","25-49 Mixed",36,27,25,9,2
"15.4.24","25-49 Other",37,27,25,9,2
"15.4.24","25-49 White",38,27,24,9,2
"15.4.24","50-64 Asian",28,27,30,12,3
"15.4.24","50-64 Black",24,26,32,14,4
"15.4.24","50-64 Mixed",44,27,20,7,2
"15.4.24","50-64 Other",46,27,20,6,1
"15.4.24","50-64 White",47,26,19,6,1
"15.4.24","65+ Asian",44,27,20,7,2
"15.4.24","65+ Black",38,28,24,8,2
"15.4.24","65+ Mixed",62,22,12,3,1
"15.4.24","65+ Other",62,22,12,3,1
"15.4.24","65+ White",64,21,11,3,1
"15.4.24","18-24 Brexit Party",36,27,25,9,2
"15.4.24","18-24 Conservatives",25,25,31,15,4
"15.4.24","18-24 Greens",30,27,28,12,3
"15.4.24","18-24 Labour",31,27,28,12,3
"15.4.24","18-24 Liberal Democrats",33,27,26,11,3
"15.4.24","18-24 Other",34,27,26,10,3
"15.4.24","18-24 SNP",27,26,30,13,3
"15.4.24","25-49 Brexit Party",45,26,21,7,2
"15.4.24","25-49 Conservatives",31,27,28,12,3
"15.4.24","25-49 Greens",36,27,25,10,2
"15.4.24","25-49 Labour",36,27,25,10,2
"15.4.24","25-49 Liberal Democrats",39,27,23,9,2
"15.4.24","25-49 Other",39,27,23,9,2
"15.4.24","25-49 SNP",33,27,27,11,3
"15.4.24","50-64 Brexit Party",57,23,15,4,1
"15.4.24","50-64 Conservatives",42,27,22,8,2
"15.4.24","50-64 Greens",46,26,19,6,1
"15.4.24","50-64 Labour",47,26,19,6,1
"15.4.24","50-64 Liberal Democrats",51,25,17,5,1
"15.4.24","50-64 Other",51,25,17,5,1
"15.4.24","50-64 SNP",44,27,21,7,2
"15.4.24","65+ Brexit Party",73,16,8,2,0
"15.4.24","65+ Conservatives",59,23,14,4,1
"15.4.24","65+ Greens",65,20,11,3,1
"15.4.24","65+ Labour",64,21,12,3,1
"15.4.24","65+ Liberal Democrats",67,19,10,3,1
"15.4.24","65+ Other",69,18,10,3,1
"15.4.24","65+ SNP",60,22,13,4,1
"15.4.24","Asian Brexit Party",36,26,25,10,2
"15.4.24","Asian Conservatives",25,24,31,16,4
"15.4.24","Asian Greens",24,25,32,15,4
"15.4.24","Asian Labour",24,25,32,15,4
"15.4.24","Asian Liberal Democrats",28,26,29,13,3
"15.4.24","Asian Other",30,26,29,12,3
"15.4.24","Asian SNP",22,24,33,17,5
"15.4.24","Black Brexit Party",40,26,23,9,2
"15.4.24","Black Conservatives",27,25,30,14,4
"15.4.24","Black Greens",24,24,32,16,4
"15.4.24","Black Labour",23,24,32,16,4
"15.4.24","Black Liberal Democrats",30,25,28,13,3
"15.4.24","Black Other",33,26,27,12,3
"15.4.24","Black SNP",23,24,32,17,5
"15.4.24","Mixed Brexit Party",63,20,12,4,1
"15.4.24","Mixed Conservatives",51,24,18,6,1
"15.4.24","Mixed Greens",45,25,21,7,2
"15.4.24","Mixed Labour",44,25,21,8,2
"15.4.24","Mixed Liberal Democrats",53,23,17,5,1
"15.4.24","Mixed Other",57,22,15,5,1
"15.4.24","Mixed SNP",42,25,22,8,2
"15.4.24","Other Brexit Party",65,20,12,3,1
"15.4.24","Other Conservatives",51,24,18,6,1
"15.4.24","Other Greens",46,25,20,7,2
"15.4.24","Other Labour",45,25,21,7,2
"15.4.24","Other Liberal Democrats",54,23,16,5,1
"15.4.24","Other Other",58,22,15,5,1
"15.4.24","Other SNP",45,25,21,7,2
"15.4.24","White Brexit Party",60,21,13,4,1
"15.4.24","White Conservatives",47,25,20,7,2
"15.4.24","White Greens",45,26,20,7,2
"15.4.24","White Labour",44,26,21,7,2
"15.4.24","White Liberal Democrats",51,24,18,6,1
"15.4.24","White Other",54,23,16,5,1
"15.4.24","White SNP",42,26,22,8,2
"15.4.24","National",44,25,21,8,2
"15.4.24","Female",48,25,19,6,1
"15.4.24","Male",40,25,23,9,2
"15.4.24","18-24",30,26,28,12,3
"15.4.24","25-49",35,27,26,10,2
"15.4.24","50-64",45,26,20,7,2
"15.4.24","65+",61,22,13,4,1
"15.4.24","Asian",25,25,31,15,4
"15.4.24","Black",26,25,30,15,4
"15.4.24","Mixed",49,24,19,6,2
"15.4.24","Other",50,24,18,6,1
"15.4.24","White",47,25,20,7,2
"15.4.24","Brexit Party",58,22,15,5,1
"15.4.24","Conservatives",45,25,21,8,2
"15.4.24","Greens",42,26,22,8,2
"15.4.24","Labour",41,26,23,8,2
"15.4.24","Liberal Democrats",48,24,19,7,2
"15.4.24","Other",51,24,18,6,1
"15.4.24","SNP",39,26,24,9,2
"15.4.24","Female 18-24",34,27,26,10,2
"15.4.24","Female 25-49",41,27,22,8,2
"15.4.24","Female 50-64",48,26,19,6,1
"15.4.24","Female 65+",64,21,12,3,1
"15.4.24","Male 18-24",26,26,31,14,4
"15.4.24","Male 25-49",29,27,29,12,3
"15.4.24","Male 50-64",42,27,22,7,2
"15.4.24","Male 65+",59,22,14,4,1
"15.4.24","Female Asian",29,26,29,12,3
"15.4.24","Female Black",27,26,30,14,4
"15.4.24","Female Mixed",53,24,17,5,1
"15.4.24","Female Other",50,25,18,6,1
"15.4.24","Female White",51,25,17,5,1
"15.4.24","Male Asian",21,23,33,18,5
"15.4.24","Male Black",26,24,30,15,4
"15.4.24","Male Mixed",45,25,21,8,2
"15.4.24","Male Other",50,24,18,6,1
"15.4.24","Male White",42,26,22,8,2
"15.4.24","Female Brexit Party",65,20,12,3,1
"15.4.24","Female Conservatives",49,25,19,6,1
"15.4.24","Female Greens",48,25,19,6,2
"15.4.24","Female Labour",45,26,20,7,2
"15.4.24","Female Liberal Democrats",53,24,17,5,1
"15.4.24","Female Other",59,22,14,4,1
"15.4.24","Female SNP",44,26,21,7,2
"15.4.24","Male Brexit Party",54,23,16,5,1
"15.4.24","Male Conservatives",41,25,23,9,2
"15.4.24","Male Greens",36,26,25,10,2
"15.4.24","Male Labour",36,26,25,10,3
"15.4.24","Male Liberal Democrats",44,25,21,8,2
"15.4.24","Male Other",47,25,20,7,2
"15.4.24","Male SNP",35,26,26,11,3
"15.4.24","18-24 Asian",18,22,35,19,5
"15.4.24","18-24 Black",15,21,36,22,7
"15.4.24","18-24 Mixed",30,27,28,11,3
"15.4.24","18-24 Other",32,27,27,11,3
"15.4.24","18-24 White",33,27,27,10,2
"15.4.24","25-49 Asian",22,24,33,17,4
"15.4.24","25-49 Black",18,23,34,19,5
"15.4.24","25-49 Mixed",36,27,25,9,2
"15.4.24","25-49 Other",37,27,25,9,2
"15.4.24","25-49 White",38,27,24,9,2
"15.4.24","50-64 Asian",28,27,30,12,3
"15.4.24","50-64 Black",24,26,32,14,4
"15.4.24","50-64 Mixed",44,27,20,7,2
"15.4.24","50-64 Other",46,27,20,6,1
"15.4.24","50-64 White",47,26,19,6,1
"15.4.24","65+ Asian",44,27,20,7,2
"15.4.24","65+ Black",38,28,24,8,2
"15.4.24","65+ Mixed",62,22,12,3,1
"15.4.24","65+ Other",62,22,12,3,1
"15.4.24","65+ White",64,21,11,3,1
"15.4.24","18-24 Brexit Party",36,27,25,9,2
"15.4.24","18-24 Conservatives",25,25,31,15,4
"15.4.24","18-24 Greens",30,27,28,12,3
"15.4.24","18-24 Labour",31,27,28,12,3
"15.4.24","18-24 Liberal Democrats",33,27,26,11,3
"15.4.24","18-24 Other",34,27,26,10,3
"15.4.24","18-24 SNP",27,26,30,13,3
"15.4.24","25-49 Brexit Party",45,26,21,7,2
"15.4.24","25-49 Conservatives",31,27,28,12,3
"15.4.24","25-49 Greens",36,27,25,10,2
"15.4.24","25-49 Labour",36,27,25,10,2
"15.4.24","25-49 Liberal Democrats",39,27,23,9,2
"15.4.24","25-49 Other",39,27,23,9,2
"15.4.24","25-49 SNP",33,27,27,11,3
"15.4.24","50-64 Brexit Party",57,23,15,4,1
"15.4.24","50-64 Conservatives",42,27,22,8,2
"15.4.24","50-64 Greens",46,26,19,6,1
"15.4.24","50-64 Labour",47,26,19,6,1
"15.4.24","50-64 Liberal Democrats",51,25,17,5,1
"15.4.24","50-64 Other",51,25,17,5,1
"15.4.24","50-64 SNP",44,27,21,7,2
"15.4.24","65+ Brexit Party",73,16,8,2,0
"15.4.24","65+ Conservatives",59,23,14,4,1
"15.4.24","65+ Greens",65,20,11,3,1
"15.4.24","65+ Labour",64,21,12,3,1
"15.4.24","65+ Liberal Democrats",67,19,10,3,1
"15.4.24","65+ Other",69,18,10,3,1
"15.4.24","65+ SNP",60,22,13,4,1
"15.4.24","Asian Brexit Party",36,26,25,10,2
"15.4.24","Asian Conservatives",25,24,31,16,4
"15.4.24","Asian Greens",24,25,32,15,4
"15.4.24","Asian Labour",24,25,32,15,4
"15.4.24","Asian Liberal Democrats",28,26,29,13,3
"15.4.24","Asian Other",30,26,29,12,3
"15.4.24","Asian SNP",22,24,33,17,5
"15.4.24","Black Brexit Party",40,26,23,9,2
"15.4.24","Black Conservatives",27,25,30,14,4
"15.4.24","Black Greens",24,24,32,16,4
"15.4.24","Black Labour",23,24,32,16,4
"15.4.24","Black Liberal Democrats",30,25,28,13,3
"15.4.24","Black Other",33,26,27,12,3
"15.4.24","Black SNP",23,24,32,17,5
"15.4.24","Mixed Brexit Party",63,20,12,4,1
"15.4.24","Mixed Conservatives",51,24,18,6,1
"15.4.24","Mixed Greens",45,25,21,7,2
"15.4.24","Mixed Labour",44,25,21,8,2
"15.4.24","Mixed Liberal Democrats",53,23,17,5,1
"15.4.24","Mixed Other",57,22,15,5,1
"15.4.24","Mixed SNP",42,25,22,8,2
"15.4.24","Other Brexit Party",65,20,12,3,1
"15.4.24","Other Conservatives",51,24,18,6,1
"15.4.24","Other Greens",46,25,20,7,2
"15.4.24","Other Labour",45,25,21,7,2
"15.4.24","Other Liberal Democrats",54,23,16,5,1
"15.4.24","Other Other",58,22,15,5,1
"15.4.24","Other SNP",45,25,21,7,2
"15.4.24","White Brexit Party",60,21,13,4,1
"15.4.24","White Conservatives",47,25,20,7,2
"15.4.24","White Greens",45,26,20,7,2
"15.4.24","White Labour",44,26,21,7,2
"15.4.24","White Liberal Democrats",51,24,18,6,1
"15.4.24","White Other",54,23,16,5,1
"15.4.24","White SNP",42,26,22,8,2
"29.4.24","National",44,26,20,8,2
"29.4.24","Female",47,26,18,7,2
"29.4.24","Male",41,26,21,9,2
"29.4.24","18-24",32,28,25,12,3
"29.4.24","25-49",34,28,24,11,3
"29.4.24","50-64",47,27,18,7,2
"29.4.24","65+",61,22,12,4,1
"29.4.24","Asian",25,26,29,16,4
"29.4.24","Black",26,25,28,16,5
"29.4.24","Mixed",56,23,14,5,1
"29.4.24","Other",55,24,14,5,1
"29.4.24","White",46,26,18,7,2
"29.4.24","Brexit Party",75,15,7,2,1
"29.4.24","Conservatives",44,26,20,8,2
"29.4.24","Greens",42,26,21,9,2
"29.4.24","Labour",41,27,21,9,2
"29.4.24","Liberal Democrats",47,25,18,8,2
"29.4.24","Other",51,24,16,6,2
"29.4.24","SNP",48,25,18,7,2
"29.4.24","Female 18-24",33,28,25,12,3
"29.4.24","Female 25-49",38,28,22,10,2
"29.4.24","Female 50-64",50,26,17,6,1
"29.4.24","Female 65+",64,21,11,4,1
"29.4.24","Male 18-24",32,27,25,12,3
"29.4.24","Male 25-49",29,27,27,13,4
"29.4.24","Male 50-64",44,27,20,8,2
"29.4.24","Male 65+",59,23,13,5,1
"29.4.24","Female Asian",28,27,28,14,4
"29.4.24","Female Black",25,26,29,16,5
"29.4.24","Female Mixed",58,23,13,5,1
"29.4.24","Female Other",55,24,15,5,1
"29.4.24","Female White",50,26,17,6,2
"29.4.24","Male Asian",22,25,30,18,5
"29.4.24","Male Black",26,25,28,17,5
"29.4.24","Male Mixed",53,24,16,6,1
"29.4.24","Male Other",56,23,14,5,1
"29.4.24","Male White",43,26,20,8,2
"29.4.24","Female Brexit Party",80,13,5,2,0
"29.4.24","Female Conservatives",48,26,18,7,2
"29.4.24","Female Greens",46,26,19,8,2
"29.4.24","Female Labour",44,26,20,8,2
"29.4.24","Female Liberal Democrats",51,25,16,6,2
"29.4.24","Female Other",58,23,14,5,1
"29.4.24","Female SNP",51,25,16,6,1
"29.4.24","Male Brexit Party",73,16,8,3,1
"29.4.24","Male Conservatives",41,26,21,10,3
"29.4.24","Male Greens",37,27,23,10,3
"29.4.24","Male Labour",37,27,23,10,3
"29.4.24","Male Liberal Democrats",44,26,20,9,2
"29.4.24","Male Other",48,25,18,7,2
"29.4.24","Male SNP",45,26,19,8,2
"29.4.24","18-24 Asian",20,25,31,19,5
"29.4.24","18-24 Black",16,22,33,23,7
"29.4.24","18-24 Mixed",40,28,21,9,2
"29.4.24","18-24 Other",40,28,21,8,2
"29.4.24","18-24 White",35,29,24,10,3
"29.4.24","25-49 Asian",21,25,31,18,5
"29.4.24","25-49 Black",17,22,32,22,7
"29.4.24","25-49 Mixed",41,28,21,8,2
"29.4.24","25-49 Other",41,28,21,8,2
"29.4.24","25-49 White",36,28,23,10,3
"29.4.24","50-64 Asian",31,28,26,12,3
"29.4.24","50-64 Black",25,26,29,15,4
"29.4.24","50-64 Mixed",54,25,15,5,1
"29.4.24","50-64 Other",54,25,15,5,1
"29.4.24","50-64 White",48,27,17,6,1
"29.4.24","65+ Asian",44,28,19,7,2
"29.4.24","65+ Black",37,28,23,10,2
"29.4.24","65+ Mixed",68,19,9,3,1
"29.4.24","65+ Other",67,20,9,3,1
"29.4.24","65+ White",63,22,11,4,1
"29.4.24","18-24 Brexit Party",62,22,11,4,1
"29.4.24","18-24 Conservatives",27,27,28,14,4
"29.4.24","18-24 Greens",32,28,25,12,3
"29.4.24","18-24 Labour",32,28,25,12,3
"29.4.24","18-24 Liberal Democrats",35,28,24,11,3
"29.4.24","18-24 Other",37,28,23,10,2
"29.4.24","18-24 SNP",38,28,22,9,2
"29.4.24","25-49 Brexit Party",63,21,11,4,1
"29.4.24","25-49 Conservatives",29,27,27,13,4
"29.4.24","25-49 Greens",34,28,24,11,3
"29.4.24","25-49 Labour",34,28,24,11,3
