"Date","Demographic.Level","Not.at.all","Somewhat","Moderately","Very","Extremely"
"5.2.24","Female Liberal Democrats",36,31,16,9,8
"5.2.24","Female Other",40,31,10,10,9
"5.2.24","Female SNP",37,31,15,17,0
"5.2.24","Male Brexit Party",32,41,17,8,1
"5.2.24","Male Conservatives",41,32,13,11,3
"5.2.24","Male Greens",42,21,24,11,2
"5.2.24","Male Labour",30,37,19,11,2
"5.2.24","Male Liberal Democrats",38,32,16,11,3
"5.2.24","Male Other",35,47,15,3,0
"5.2.24","Male SNP",34,28,20,12,6
"5.2.24","18-24 Asian",20,32,27,22,0
"5.2.24","18-24 Black",19,34,27,21,0
"5.2.24","18-24 Mixed",30,11,31,0,28
"5.2.24","18-24 Other",0,90,10,0,0
"5.2.24","18-24 White",24,44,20,6,5
"5.2.24","25-49 Asian",26,30,24,16,4
"5.2.24","25-49 Black",13,10,28,32,17
"5.2.24","25-49 Mixed",33,16,15,30,6
"5.2.24","25-49 Other",23,52,25,0,0
"5.2.24","25-49 White",28,36,20,14,3
"5.2.24","50-64 Asian",27,36,15,22,0
"5.2.24","50-64 Black",31,18,42,10,0
"5.2.24","50-64 Mixed",0,47,0,53,0
"5.2.24","50-64 Other",0,0,100,0,0
"5.2.24","50-64 White",37,26,21,10,7
"5.2.24","65+ Asian",25,29,22,11,13
"5.2.24","65+ Black",80,19,0,0,1
"5.2.24","65+ Mixed",5,95,0,0,0
"5.2.24","65+ Other",5,82,12,0,0
"5.2.24","65+ White",52,22,14,7,5
"5.2.24","18-24 Brexit Party",19,76,6,0,0
"5.2.24","18-24 Conservatives",31,36,18,15,0
"5.2.24","18-24 Greens",34,24,42,0,0
"5.2.24","18-24 Labour",18,43,22,10,8
"5.2.24","18-24 Liberal Democrats",27,52,13,0,9
"5.2.24","18-24 Other",5,95,0,0,0
"5.2.24","18-24 SNP",23,36,40,0,0
"5.2.24","25-49 Brexit Party",31,32,32,0,4
"5.2.24","25-49 Conservatives",29,31,21,14,4
"5.2.24","25-49 Greens",35,27,26,8,4
"5.2.24","25-49 Labour",26,35,22,15,2
"5.2.24","25-49 Liberal Democrats",26,40,13,16,5
"5.2.24","25-49 Other",39,27,23,11,0
"5.2.24","25-49 SNP",18,33,17,26,5
"5.2.24","50-64 Brexit Party",34,29,18,16,3
"5.2.24","50-64 Conservatives",36,23,22,11,7
"5.2.24","50-64 Greens",37,19,33,11,0
"5.2.24","50-64 Labour",32,30,22,11,5
"5.2.24","50-64 Liberal Democrats",30,35,19,8,7
"5.2.24","50-64 Other",51,18,23,8,0
"5.2.24","50-64 SNP",50,17,18,13,3
"5.2.24","65+ Brexit Party",30,41,15,0,14
"5.2.24","65+ Conservatives",46,32,11,7,4
"5.2.24","65+ Greens",24,39,24,11,3
"5.2.24","65+ Labour",39,36,16,6,3
"5.2.24","65+ Liberal Democrats",66,7,20,4,3
"5.2.24","65+ Other",32,58,0,0,10
"5.2.24","65+ SNP",75,25,0,0,0
"5.2.24","Asian Brexit Party",93,0,0,0,7
"5.2.24","Asian Conservatives",30,23,18,22,7
"5.2.24","Asian Greens",0,0,100,0,0
"5.2.24","Asian Labour",21,37,22,19,2
"5.2.24","Asian Liberal Democrats",0,67,33,0,0
"5.2.24","Asian Other",78,15,0,0,8
"5.2.24","Asian SNP",66,0,0,34,0
"5.2.24","Black Brexit Party",68,0,0,0,32
"5.2.24","Black Conservatives",60,0,27,13,0
"5.2.24","Black Greens",41,11,0,0,48
"5.2.24","Black Labour",10,47,19,20,4
"5.2.24","Black Liberal Democrats",52,8,9,14,18
"5.2.24","Black Other",0,100,0,0,0
"5.2.24","Black SNP",59,0,0,22,19
"5.2.24","Mixed Brexit Party",19,61,8,12,0
"5.2.24","Mixed Conservatives",19,74,0,7,0
"5.2.24","Mixed Greens",0,43,57,0,0
"5.2.24","Mixed Labour",7,37,23,14,19
"5.2.24","Mixed Liberal Democrats",0,76,0,24,0
"5.2.24","Mixed Other",91,0,0,9,0
"5.2.24","Mixed SNP",57,0,0,43,0
"5.2.24","Other Brexit Party",70,5,24,0,2
"5.2.24","Other Conservatives",0,89,11,0,0
"5.2.24","Other Greens",0,0,100,0,0
"5.2.24","Other Labour",21,53,26,0,0
"5.2.24","Other Liberal Democrats",0,42,58,0,0
"5.2.24","Other Ethnicity Other Party",24,64,12,0,0
"5.2.24","Other SNP",36,0,64,0,0
"5.2.24","White Brexit Party",22,42,24,6,6
"5.2.24","White Conservatives",40,27,18,10,5
"5.2.24","White Greens",39,31,20,10,0
"5.2.24","White Labour",31,34,21,11,3
"5.2.24","White Liberal Democrats",43,27,14,10,6
"5.2.24","White Other",33,40,16,7,3
"5.2.24","White SNP",29,37,20,12,3
"2.4.24","National",34,31,19,11,4
"2.4.24","Female",31,31,20,12,5
"2.4.24","Male",38,31,18,10,4
"2.4.24","18-24",27,31,22,14,6
"2.4.24","25-49",29,32,21,13,5
"2.4.24","50-64",33,32,19,12,4
"2.4.24","65+",46,30,14,7,3
"2.4.24","Asian",28,31,21,14,6
"2.4.24","Black",31,30,20,13,5
"2.4.24","Mixed",36,31,18,11,4
"2.4.24","Other",23,28,23,18,8
"2.4.24","White",36,31,18,11,4
"2.4.24","Brexit Party",48,29,14,7,3
"2.4.24","Conservatives",38,31,17,10,4
"2.4.24","Greens",31,31,20,13,5
"2.4.24","Labour",30,31,21,13,5
"2.4.24","Liberal Democrats",33,31,19,12,5
"2.4.24","Other",41,31,16,9,3
"2.4.24","SNP",33,31,19,12,5
"2.4.24","Female 18-24",22,30,24,17,7
"2.4.24","Female 25-49",27,31,22,14,6
"2.4.24","Female 50-64",32,32,20,12,4
"2.4.24","Female 65+",40,32,17,9,3
"2.4.24","Male 18-24",32,32,20,12,5
"2.4.24","Male 25-49",31,32,20,12,5
"2.4.24","Male 50-64",33,32,19,11,4
"2.4.24","Male 65+",53,28,12,6,2
"2.4.24","Female Asian",26,31,22,15,6
"2.4.24","Female Black",24,30,23,16,7
"2.4.24","Female Mixed",31,31,20,12,5
"2.4.24","Female Other",16,26,25,22,11
"2.4.24","Female White",33,32,19,12,5
"2.4.24","Male Asian",31,31,20,13,5
"2.4.24","Male Black",35,31,18,11,4
"2.4.24","Male Mixed",41,30,16,9,4
"2.4.24","Male Other",27,30,22,15,7
"2.4.24","Male White",39,31,17,10,4
"2.4.24","Female Brexit Party",45,30,15,8,3
"2.4.24","Female Conservatives",35,32,19,11,4
"2.4.24","Female Greens",29,31,21,13,5
"2.4.24","Female Labour",27,31,22,14,6
"2.4.24","Female Liberal Democrats",30,31,21,13,5
"2.4.24","Female Other",39,31,17,9,4
"2.4.24","Female SNP",30,32,20,13,5
"2.4.24","Male Brexit Party",49,29,13,7,2
"2.4.24","Male Conservatives",41,30,16,9,3
"2.4.24","Male Greens",33,32,20,12,5
"2.4.24","Male Labour",32,31,20,12,5
"2.4.24","Male Liberal Democrats",36,31,18,11,4
"2.4.24","Male Other",43,30,15,8,3
"2.4.24","Male SNP",36,31,18,10,4
"2.4.24","18-24 Asian",25,30,23,16,7
"2.4.24","18-24 Black",21,29,24,18,8
"2.4.24","18-24 Mixed",26,31,22,15,6
"2.4.24","18-24 Other",14,24,26,24,13
"2.4.24","18-24 White",29,31,21,13,5
"2.4.24","25-49 Asian",26,31,22,15,6
"2.4.24","25-49 Black",23,30,24,17,7
"2.4.24","25-49 Mixed",27,31,22,14,6
"2.4.24","25-49 Other",15,25,26,23,11
"2.4.24","25-49 White",30,32,20,12,5
"2.4.24","50-64 Asian",29,32,21,13,5
"2.4.24","50-64 Black",25,31,23,15,6
"2.4.24","50-64 Mixed",30,32,21,13,5
"2.4.24","50-64 Other",17,27,26,21,10
"2.4.24","50-64 White",33,32,19,11,4
"2.4.24","65+ Asian",42,31,15,8,3
"2.4.24","65+ Black",43,31,15,8,3
"2.4.24","65+ Mixed",44,30,15,8,3
"2.4.24","65+ Other",31,32,20,12,5
"2.4.24","65+ White",48,29,13,7,2
"2.4.24","18-24 Brexit Party",43,31,15,8,3
"2.4.24","18-24 Conservatives",30,31,20,13,5
"2.4.24","18-24 Greens",26,31,22,15,6
"2.4.24","18-24 Labour",25,30,23,15,7
"2.4.24","18-24 Liberal Democrats",27,31,22,14,6
"2.4.24","18-24 Other",35,32,19,11,4
"2.4.24","18-24 SNP",29,31,21,13,5
"2.4.24","25-49 Brexit Party",41,31,16,9,3
"2.4.24","25-49 Conservatives",31,32,20,12,5
"2.4.24","25-49 Greens",28,31,21,14,6
"2.4.24","25-49 Labour",27,31,22,14,6
"2.4.24","25-49 Liberal Democrats",29,32,21,13,5
"2.4.24","25-49 Other",36,32,18,10,4
"2.4.24","25-49 SNP",30,32,21,13,5
"2.4.24","50-64 Brexit Party",43,31,15,8,3
"2.4.24","50-64 Conservatives",33,32,19,11,4
"2.4.24","50-64 Greens",31,32,20,12,5
"2.4.24","50-64 Labour",30,32,21,13,5
"2.4.24","50-64 Liberal Democrats",31,32,20,12,5
"2.4.24","50-64 Other",38,32,17,9,4
"2.4.24","50-64 SNP",33,32,19,11,4
"2.4.24","65+ Brexit Party",58,26,10,5,2
"2.4.24","65+ Conservatives",47,30,14,7,3
"2.4.24","65+ Greens",42,31,16,9,3
"2.4.24","65+ Labour",42,31,16,8,3
"2.4.24","65+ Liberal Democrats",44,30,15,8,3
"2.4.24","65+ Other",51,28,12,6,2
"2.4.24","65+ SNP",47,29,14,7,3
"2.4.24","Asian Brexit Party",41,31,16,9,3
"2.4.24","Asian Conservatives",31,31,20,12,5
"2.4.24","Asian Greens",26,31,22,15,6
"2.4.24","Asian Labour",25,31,23,15,6
"2.4.24","Asian Liberal Democrats",27,31,22,14,6
"2.4.24","Asian Other",35,32,19,11,4
"2.4.24","Asian SNP",28,31,21,14,6
"2.4.24","Black Brexit Party",44,30,15,8,3
"2.4.24","Black Conservatives",35,31,19,11,5
"2.4.24","Black Greens",25,30,23,16,7
"2.4.24","Black Labour",25,30,23,16,7
"2.4.24","Black Liberal Democrats",29,30,21,14,6
"2.4.24","Black Other",37,31,18,10,4
"2.4.24","Black SNP",29,31,21,14,6
"2.4.24","Mixed Brexit Party",50,28,13,6,2
"2.4.24","Mixed Conservatives",40,31,17,9,4
"2.4.24","Mixed Greens",30,31,20,13,5
"2.4.24","Mixed Labour",29,31,21,13,5
"2.4.24","Mixed Liberal Democrats",34,31,19,11,4
"2.4.24","Mixed Other",43,30,15,8,3
"2.4.24","Mixed SNP",34,31,19,11,4
"2.4.24","Other Brexit Party",35,31,19,11,4
"2.4.24","Other Conservatives",26,30,22,15,7
"2.4.24","Other Greens",18,26,25,21,10
"2.4.24","Other Labour",18,26,25,21,11
"2.4.24","Other Liberal Democrats",22,28,24,18,9
"2.4.24","Other Other",28,30,21,14,6
"2.4.24","Other SNP",21,28,24,19,9
"2.4.24","White Brexit Party",49,29,13,7,2
"2.4.24","White Conservatives",39,31,17,9,4
"2.4.24","White Greens",32,32,20,12,5
"2.4.24","White Labour",31,32,20,12,5
"2.4.24","White Liberal Democrats",34,31,19,11,4
"2.4.24","White Other",43,31,15,8,3
"2.4.24","White SNP",35,32,19,11,4
"15.4.24","National",38,29,19,10,4
"15.4.24","Female",34,29,21,11,5
"15.4.24","Male",42,28,18,8,4
"15.4.24","18-24",35,29,21,10,5
"15.4.24","25-49",33,29,22,11,5
"15.4.24","50-64",36,29,20,10,5
"15.4.24","65+",48,27,15,7,3
"15.4.24","Asian",29,29,23,13,6
"15.4.24","Black",39,28,19,9,4
"15.4.24","Mixed",35,29,21,11,5
"15.4.24","Other",24,26,25,16,9
"15.4.24","White",40,29,19,9,4
"15.4.24","Brexit Party",34,29,21,11,5
"15.4.24","Conservatives",41,28,18,9,4
"15.4.24","Greens",39,29,19,9,4
"15.4.24","Labour",34,29,21,11,5
"15.4.24","Liberal Democrats",37,29,20,10,5
"15.4.24","Other",34,29,21,11,5
"15.4.24","SNP",40,29,18,9,4
"15.4.24","Female 18-24",32,29,22,11,5
"15.4.24","Female 25-49",30,29,23,12,6
"15.4.24","Female 50-64",32,30,22,11,5
"15.4.24","Female 65+",41,29,18,8,4
"15.4.24","Male 18-24",38,29,19,9,4
"15.4.24","Male 25-49",35,30,20,10,5
"15.4.24","Male 50-64",40,29,18,9,4
"15.4.24","Male 65+",55,25,13,5,2
"15.4.24","Female Asian",26,28,25,14,7
"15.4.24","Female Black",32,29,22,11,5
"15.4.24","Female Mixed",29,29,23,12,6
"15.4.24","Female Other",17,24,28,20,12
"15.4.24","Female White",35,30,21,10,5
"15.4.24","Male Asian",32,29,22,11,5
"15.4.24","Male Black",45,28,16,7,3
"15.4.24","Male Mixed",40,29,19,9,4
"15.4.24","Male Other",28,28,24,14,7
"15.4.24","Male White",44,28,17,8,3
"15.4.24","Female Brexit Party",29,29,23,13,6
"15.4.24","Female Conservatives",36,29,20,10,5
"15.4.24","Female Greens",36,29,20,10,4
"15.4.24","Female Labour",31,29,23,12,6
"15.4.24","Female Liberal Democrats",32,29,22,11,5
"15.4.24","Female Other",29,29,23,13,6
"15.4.24","Female SNP",36,29,20,10,5
"15.4.24","Male Brexit Party",37,29,20,10,5
"15.4.24","Male Conservatives",46,28,16,7,3
"15.4.24","Male Greens",43,29,17,8,3
"15.4.24","Male Labour",38,29,19,9,4
"15.4.24","Male Liberal Democrats",41,29,18,9,4
"15.4.24","Male Other",36,29,20,10,5
"15.4.24","Male SNP",44,28,17,8,3
"15.4.24","18-24 Asian",29,29,23,12,6
"15.4.24","18-24 Black",34,30,21,10,5
"15.4.24","18-24 Mixed",29,29,23,12,6
"15.4.24","18-24 Other",18,25,28,19,11
"15.4.24","18-24 White",37,30,20,9,4
"15.4.24","25-49 Asian",26,28,25,14,7
"15.4.24","25-49 Black",31,29,22,12,5
"15.4.24","25-49 Mixed",26,29,24,14,7
"15.4.24","25-49 Other",16,23,28,21,12
"15.4.24","25-49 White",34,30,21,10,5
"15.4.24","50-64 Asian",29,29,23,13,6
"15.4.24","50-64 Black",34,30,21,11,5
"15.4.24","50-64 Mixed",29,29,23,13,6
"15.4.24","50-64 Other",18,25,27,19,11
"15.4.24","50-64 White",37,30,20,9,4
"15.4.24","65+ Asian",40,29,18,9,4
"15.4.24","65+ Black",50,27,14,6,3
"15.4.24","65+ Mixed",41,29,18,8,4
"15.4.24","65+ Other",31,29,23,12,6
"15.4.24","65+ White",50,27,15,6,3
"15.4.24","18-24 Brexit Party",32,29,22,11,5
"15.4.24","18-24 Conservatives",38,29,19,9,4
"15.4.24","18-24 Greens",39,29,19,9,4
"15.4.24","18-24 Labour",33,29,21,11,5
"15.4.24","18-24 Liberal Democrats",35,29,21,10,5
"15.4.24","18-24 Other",31,29,22,12,6
"15.4.24","18-24 SNP",40,29,19,9,4
"15.4.24","25-49 Brexit Party",28,29,24,13,6
"15.4.24","25-49 Conservatives",34,29,21,10,5
"15.4.24","25-49 Greens",36,29,20,10,4
"15.4.24","25-49 Labour",31,29,22,12,6
"15.4.24","25-49 Liberal Democrats",32,29,22,11,5
"15.4.24","25-49 Other",28,29,24,13,6
"15.4.24","25-49 SNP",36,29,20,10,4
"15.4.24","50-64 Brexit Party",31,29,22,12,6
"15.4.24","50-64 Conservatives",37,29,20,9,4
"15.4.24","50-64 Greens",39,29,19,9,4
"15.4.24","50-64 Labour",34,29,21,11,5
"15.4.24","50-64 Liberal Democrats",35,29,21,10,5
"15.4.24","50-64 Other",32,29,22,11,5
"15.4.24","50-64 SNP",39,29,19,9,4
"15.4.24","65+ Brexit Party",42,28,18,8,4
"15.4.24","65+ Conservatives",49,27,15,7,3
"15.4.24","65+ Greens",49,27,15,6,3
"15.4.24","65+ Labour",45,28,17,7,3
"15.4.24","65+ Liberal Democrats",47,28,16,7,3
"15.4.24","65+ Other",41,29,18,9,4
"15.4.24","65+ SNP",52,26,14,6,2
"15.4.24","Asian Brexit Party",25,28,25,15,7
"15.4.24","Asian Conservatives",31,29,22,12,6
"15.4.24","Asian Greens",31,29,22,12,5
"15.4.24","Asian Labour",26,28,25,14,7
"15.4.24","Asian Liberal Democrats",28,29,24,13,6
"15.4.24","Asian Other",25,28,25,15,7
"15.4.24","Asian SNP",31,29,22,12,5
"15.4.24","Black Brexit Party",36,29,20,10,5
"15.4.24","Black Conservatives",43,28,17,8,4
"15.4.24","Black Greens",39,29,19,9,4
"15.4.24","Black Labour",34,29,21,11,5
"15.4.24","Black Liberal Democrats",38,29,19,10,4
"15.4.24","Black Other",35,29,21,11,5
"15.4.24","Black SNP",41,29,18,8,4
"15.4.24","Mixed Brexit Party",31,29,22,12,6
"15.4.24","Mixed Conservatives",38,29,19,9,4
"15.4.24","Mixed Greens",35,29,21,10,5
"15.4.24","Mixed Labour",30,29,23,13,6
"15.4.24","Mixed Liberal Democrats",33,29,21,11,5
"15.4.24","Mixed Other",30,29,23,12,6
"15.4.24","Mixed SNP",36,29,20,10,5
"15.4.24","Other Brexit Party",21,26,26,17,10
"15.4.24","Other Conservatives",27,28,24,14,7
"15.4.24","Other Greens",23,27,26,16,9
"15.4.24","Other Labour",19,25,27,19,11
"15.4.24","Other Liberal Democrats",23,26,26,17,9
"15.4.24","Other Other",20,25,26,18,10
"15.4.24","Other SNP",25,27,25,15,8
"15.4.24","White Brexit Party",36,29,20,10,5
"15.4.24","White Conservatives",43,28,17,8,4
"15.4.24","White Greens",41,29,18,8,4
"15.4.24","White Labour",36,29,20,10,5
"15.4.24","White Liberal Democrats",38,29,19,9,4
"15.4.24","White Other",35,29,21,10,5
"15.4.24","White SNP",42,29,18,8,4
"15.4.24","National",38,29,19,10,4
"15.4.24","Female",34,29,21,11,5
"15.4.24","Male",42,28,18,8,4
"15.4.24","18-24",35,29,21,10,5
"15.4.24","25-49",33,29,22,11,5
"15.4.24","50-64",36,29,20,10,5
"15.4.24","65+",48,27,15,7,3
"15.4.24","Asian",29,29,23,13,6
"15.4.24","Black",39,28,19,9,4
"15.4.24","Mixed",35,29,21,11,5
"15.4.24","Other",24,26,25,16,9
"15.4.24","White",40,29,19,9,4
"15.4.24","Brexit Party",34,29,21,11,5
"15.4.24","Conservatives",41,28,18,9,4
"15.4.24","Greens",39,29,19,9,4
"15.4.24","Labour",34,29,21,11,5
"15.4.24","Liberal Democrats",37,29,20,10,5
"15.4.24","Other",34,29,21,11,5
"15.4.24","SNP",40,29,18,9,4
"15.4.24","Female 18-24",32,29,22,11,5
"15.4.24","Female 25-49",30,29,23,12,6
"15.4.24","Female 50-64",32,30,22,11,5
"15.4.24","Female 65+",41,29,18,8,4
"15.4.24","Male 18-24",38,29,19,9,4
"15.4.24","Male 25-49",35,30,20,10,5
"15.4.24","Male 50-64",40,29,18,9,4
"15.4.24","Male 65+",55,25,13,5,2
"15.4.24","Female Asian",26,28,25,14,7
"15.4.24","Female Black",32,29,22,11,5
"15.4.24","Female Mixed",29,29,23,12,6
"15.4.24","Female Other",17,24,28,20,12
"15.4.24","Female White",35,30,21,10,5
"15.4.24","Male Asian",32,29,22,11,5
"15.4.24","Male Black",45,28,16,7,3
"15.4.24","Male Mixed",40,29,19,9,4
"15.4.24","Male Other",28,28,24,14,7
"15.4.24","Male White",44,28,17,8,3
"15.4.24","Female Brexit Party",29,29,23,13,6
"15.4.24","Female Conservatives",36,29,20,10,5
"15.4.24","Female Greens",36,29,20,10,4
"15.4.24","Female Labour",31,29,23,12,6
"15.4.24","Female Liberal Democrats",32,29,22,11,5
"15.4.24","Female Other",29,29,23,13,6
"15.4.24","Female SNP",36,29,20,10,5
"15.4.24","Male Brexit Party",37,29,20,10,5
"15.4.24","Male Conservatives",46,28,16,7,3
"15.4.24","Male Greens",43,29,17,8,3
"15.4.24","Male Labour",38,29,19,9,4
"15.4.24","Male Liberal Democrats",41,29,18,9,4
"15.4.24","Male Other",36,29,20,10,5
"15.4.24","Male SNP",44,28,17,8,3
"15.4.24","18-24 Asian",29,29,23,12,6
"15.4.24","18-24 Black",34,30,21,10,5
"15.4.24","18-24 Mixed",29,29,23,12,6
"15.4.24","18-24 Other",18,25,28,19,11
"15.4.24","18-24 White",37,30,20,9,4
"15.4.24","25-49 Asian",26,28,25,14,7
"15.4.24","25-49 Black",31,29,22,12,5
"15.4.24","25-49 Mixed",26,29,24,14,7
"15.4.24","25-49 Other",16,23,28,21,12
"15.4.24","25-49 White",34,30,21,10,5
"15.4.24","50-64 Asian",29,29,23,13,6
"15.4.24","50-64 Black",34,30,21,11,5
"15.4.24","50-64 Mixed",29,29,23,13,6
"15.4.24","50-64 Other",18,25,27,19,11
"15.4.24","50-64 White",37,30,20,9,4
"15.4.24","65+ Asian",40,29,18,9,4
"15.4.24","65+ Black",50,27,14,6,3
"15.4.24","65+ Mixed",41,29,18,8,4
"15.4.24","65+ Other",31,29,23,12,6
"15.4.24","65+ White",50,27,15,6,3
"15.4.24","18-24 Brexit Party",32,29,22,11,5
"15.4.24","18-24 Conservatives",38,29,19,9,4
"15.4.24","18-24 Greens",39,29,19,9,4
"15.4.24","18-24 Labour",33,29,21,11,5
"15.4.24","18-24 Liberal Democrats",35,29,21,10,5
"15.4.24","18-24 Other",31,29,22,12,6
"15.4.24","18-24 SNP",40,29,19,9,4
"15.4.24","25-49 Brexit Party",28,29,24,13,6
"15.4.24","25-49 Conservatives",34,29,21,10,5
"15.4.24","25-49 Greens",36,29,20,10,4
"15.4.24","25-49 Labour",31,29,22,12,6
"15.4.24","25-49 Liberal Democrats",32,29,22,11,5
"15.4.24","25-49 Other",28,29,24,13,6
"15.4.24","25-49 SNP",36,29,20,10,4
"15.4.24","50-64 Brexit Party",31,29,22,12,6
"15.4.24","50-64 Conservatives",37,29,20,9,4
"15.4.24","50-64 Greens",39,29,19,9,4
"15.4.24","50-64 Labour",34,29,21,11,5
"15.4.24","50-64 Liberal Democrats",35,29,21,10,5
"15.4.24","50-64 Other",32,29,22,11,5
"15.4.24","50-64 SNP",39,29,19,9,4
"15.4.24","65+ Brexit Party",42,28,18,8,4
"15.4.24","65+ Conservatives",49,27,15,7,3
"15.4.24","65+ Greens",49,27,15,6,3
"15.4.24","65+ Labour",45,28,17,7,3
"15.4.24","65+ Liberal Democrats",47,28,16,7,3
"15.4.24","65+ Other",41,29,18,9,4
"15.4.24","65+ SNP",52,26,14,6,2
"15.4.24","Asian Brexit Party",25,28,25,15,7
"15.4.24","Asian Conservatives",31,29,22,12,6
"15.4.24","Asian Greens",31,29,22,12,5
"15.4.24","Asian Labour",26,28,25,14,7
"15.4.24","Asian Liberal Democrats",28,29,24,13,6
"15.4.24","Asian Other",25,28,25,15,7
"15.4.24","Asian SNP",31,29,22,12,5
"15.4.24","Black Brexit Party",36,29,20,10,5
"15.4.24","Black Conservatives",43,28,17,8,4
"15.4.24","Black Greens",39,29,19,9,4
"15.4.24","Black Labour",34,29,21,11,5
"15.4.24","Black Liberal Democrats",38,29,19,10,4
"15.4.24","Black Other",35,29,21,11,5
"15.4.24","Black SNP",41,29,18,8,4
"15.4.24","Mixed Brexit Party",31,29,22,12,6
"15.4.24","Mixed Conservatives",38,29,19,9,4
"15.4.24","Mixed Greens",35,29,21,10,5
"15.4.24","Mixed Labour",30,29,23,13,6
"15.4.24","Mixed Liberal Democrats",33,29,21,11,5
"15.4.24","Mixed Other",30,29,23,12,6
"15.4.24","Mixed SNP",36,29,20,10,5
"15.4.24","Other Brexit Party",21,26,26,17,10
"15.4.24","Other Conservatives",27,28,24,14,7
"15.4.24","Other Greens",23,27,26,16,9
"15.4.24","Other Labour",19,25,27,19,11
"15.4.24","Other Liberal Democrats",23,26,26,17,9
"15.4.24","Other Other",20,25,26,18,10
"15.4.24","Other SNP",25,27,25,15,8
"15.4.24","White Brexit Party",36,29,20,10,5
"15.4.24","White Conservatives",43,28,17,8,4
"15.4.24","White Greens",41,29,18,8,4
"15.4.24","White Labour",36,29,20,10,5
"15.4.24","White Liberal Democrats",38,29,19,9,4
"15.4.24","White Other",35,29,21,10,5
"15.4.24","White SNP",42,29,18,8,4
"29.4.24","National",35,30,19,10,5
"29.4.24","Female",34,30,20,11,6
"29.4.24","Male",37,31,18,9,5
"29.4.24","18-24",31,31,21,11,6
"29.4.24","25-49",27,31,23,13,7
"29.4.24","50-64",35,32,19,9,5
"29.4.24","65+",48,29,14,6,3
"29.4.24","Asian",27,30,23,13,7
"29.4.24","Black",21,28,25,16,10
"29.4.24","Mixed",33,31,20,11,6
"29.4.24","Other",40,30,17,8,4
"29.4.24","White",37,31,18,9,5
"29.4.24","Brexit Party",36,31,19,10,5
"29.4.24","Conservatives",38,30,18,9,5
"29.4.24","Greens",42,30,16,8,4
"29.4.24","Labour",31,31,21,11,6
"29.4.24","Liberal Democrats",37,31,18,9,5
"29.4.24","Other",45,29,15,7,3
"29.4.24","SNP",33,31,20,11,6
"29.4.24","Female 18-24",26,30,23,13,7
"29.4.24","Female 25-49",25,30,24,14,8
"29.4.24","Female 50-64",33,32,20,10,5
"29.4.24","Female 65+",50,29,13,6,3
"29.4.24","Male 18-24",37,31,18,9,5
"29.4.24","Male 25-49",30,31,21,11,6
"29.4.24","Male 50-64",38,31,18,9,4
"29.4.24","Male 65+",46,30,14,6,3
"29.4.24","Female Asian",25,30,24,14,8
"29.4.24","Female Black",18,26,25,18,12
"29.4.24","Female Mixed",32,30,21,11,6
"29.4.24","Female Other",36,30,19,10,5
"29.4.24","Female White",36,30,19,10,5
"29.4.24","Male Asian",30,31,22,12,6
"29.4.24","Male Black",24,29,24,15,8
"29.4.24","Male Mixed",34,31,20,10,5
"29.4.24","Male Other",43,30,16,7,4
"29.4.24","Male White",39,31,18,8,4
"29.4.24","Female Brexit Party",36,30,19,10,5
"29.4.24","Female Conservatives",37,30,18,10,5
"29.4.24","Female Greens",40,30,17,8,4
"29.4.24","Female Labour",29,30,22,12,7
"29.4.24","Female Liberal Democrats",35,30,19,10,5
"29.4.24","Female Other",45,29,15,7,4
"29.4.24","Female SNP",30,30,21,12,6
"29.4.24","Male Brexit Party",36,31,19,9,5
"29.4.24","Male Conservatives",38,31,18,9,4
"29.4.24","Male Greens",44,30,16,7,3
"29.4.24","Male Labour",34,31,20,10,5
"29.4.24","Male Liberal Democrats",39,31,18,9,4
"29.4.24","Male Other",45,30,15,7,3
"29.4.24","Male SNP",36,31,19,9,5
"29.4.24","18-24 Asian",28,31,22,12,7
"29.4.24","18-24 Black",18,26,26,18,12
"29.4.24","18-24 Mixed",26,30,23,13,7
"29.4.24","18-24 Other",33,31,20,10,5
"29.4.24","18-24 White",34,31,20,10,5
"29.4.24","25-49 Asian",23,30,24,15,8
"29.4.24","25-49 Black",14,24,27,21,14
"29.4.24","25-49 Mixed",22,29,25,16,9
"29.4.24","25-49 Other",28,31,22,12,6
"29.4.24","25-49 White",29,31,22,12,6
"29.4.24","50-64 Asian",30,32,21,11,6
"29.4.24","50-64 Black",19,28,26,17,10
"29.4.24","50-64 Mixed",28,31,22,12,6
"29.4.24","50-64 Other",36,32,19,9,4
"29.4.24","50-64 White",37,32,18,9,4
"29.4.24","65+ Asian",43,31,16,7,3
"29.4.24","65+ Black",30,32,22,11,6
"29.4.24","65+ Mixed",41,31,16,8,4
"29.4.24","65+ Other",50,29,13,6,3
"29.4.24","65+ White",51,29,13,5,3
"29.4.24","18-24 Brexit Party",35,32,19,10,5
"29.4.24","18-24 Conservatives",33,31,20,11,6
"29.4.24","18-24 Greens",40,31,17,8,4
"29.4.24","18-24 Labour",29,31,22,12,6
"29.4.24","18-24 Liberal Democrats",34,31,20,10,5
"29.4.24","18-24 Other",41,31,17,8,4
"29.4.24","18-24 SNP",32,31,20,11,6
"29.4.24","25-49 Brexit Party",26,31,23,13,7
"29.4.24","25-49 Conservatives",27,31,23,13,7
"29.4.24","25-49 Greens",35,31,19,9,5
"29.4.24","25-49 Labour",26,30,23,13,7
